ostrinia_nubilalis	drosophila_melanogaster
XP_063832052.1	NP_649973.1
XP_063832053.1	NP_649249.2
XP_063832056.1	NP_651455.1
XP_063832057.1	NP_649646.3
XP_063832058.1	NP_648843.1
XP_063832060.1	NP_995680.1
XP_063832068.1	NP_650054.2
XP_063832077.1	NP_649197.1
XP_063832090.1	NP_726612.1
XP_063832092.1	NP_001097595.1
XP_063832095.1	NP_511059.2
XP_063832098.1	NP_610011.2
XP_063832099.1	NP_569954.1
XP_063832101.1	NP_648515.1
XP_063832103.1	NP_647791.2
XP_063832108.1	NP_611068.3
XP_063832112.1	NP_788873.1
XP_063832113.1	NP_651880.1
XP_063832115.1	NP_569847.1
XP_063832116.1	NP_611176.1
XP_063832117.1	NP_476632.1
XP_063832118.1	NP_651971.2
XP_063832120.1	NP_524724.2
XP_063832124.1	NP_612038.2
XP_063832125.1	NP_732105.2
XP_063832129.1	NP_651143.2
XP_063832131.1	NP_610216.1
XP_063832134.1	NP_572503.1
XP_063832135.1	NP_523464.1
XP_063832137.1	NP_610333.1
XP_063832138.1	NP_649027.1
XP_063832139.1	NP_648276.1
XP_063832140.1	NP_608649.2
XP_063832141.1	NP_477415.1
XP_063832142.1	NP_573070.2
XP_063832143.1	NP_651710.1
XP_063832147.1	NP_651963.1
XP_063832153.1	NP_477105.2
XP_063832157.1	NP_523382.1
XP_063832170.1	NP_611955.2
XP_063832171.1	NP_573184.1
XP_063832173.1	NP_477401.2
XP_063832174.1	NP_477150.1
XP_063832175.1	NP_001036335.3
XP_063832177.1	NP_476895.1
XP_063832178.1	NP_612005.1
XP_063832179.1	NP_001034055.1
XP_063832180.1	NP_650488.1
XP_063832181.1	NP_001036462.1
XP_063832182.1	NP_609048.2
XP_063832183.1	NP_524472.1
XP_063832185.1	NP_523920.1
XP_063832188.1	NP_652335.1
XP_063832193.1	NP_476748.1
XP_063832194.1	NP_572350.2
XP_063832195.1	NP_649775.2
XP_063832197.1	NP_649488.2
XP_063832205.1	NP_651247.1
XP_063832206.1	NP_570065.2
XP_063832208.1	NP_650141.2
XP_063832209.1	NP_001097348.1
XP_063832215.1	NP_732424.1
XP_063832216.1	NP_001034012.2
XP_063832219.1	NP_536772.1
XP_063832220.1	NP_524394.2
XP_063832221.1	NP_524252.2
XP_063832222.1	NP_524180.1
XP_063832223.1	NP_001097699.2
XP_063832225.1	NP_572502.1
XP_063832228.1	NP_649785.1
XP_063832230.1	NP_651435.1
XP_063832231.1	NP_649585.1
XP_063832232.1	NP_650357.2
XP_063832234.1	NP_648662.1
XP_063832237.1	NP_652614.1
XP_063832239.1	NP_649691.1
XP_063832243.1	NP_649812.2
XP_063832245.1	NP_524389.1
XP_063832246.1	NP_650058.1
XP_063832247.1	NP_727380.1
XP_063832248.1	NP_608338.1
XP_063832249.1	NP_524332.2
XP_063832254.1	NP_648999.2
XP_063832256.1	NP_650933.2
XP_063832258.1	NP_572818.1
XP_063832264.1	NP_609755.1
XP_063832265.1	NP_651818.1
XP_063832269.1	NP_001368952.1
XP_063832270.1	NP_608335.1
XP_063832274.1	NP_651461.1
XP_063832276.1	NP_648185.1
XP_063832277.1	NP_477058.1
XP_063832279.1	NP_647772.1
XP_063832281.1	NP_524320.1
XP_063832282.1	NP_650101.1
XP_063832284.1	NP_650472.2
XP_063832285.1	NP_651552.1
XP_063832288.1	NP_476769.1
XP_063832290.1	NP_001034073.1
XP_063832291.1	NP_611239.1
XP_063832292.1	NP_650692.2
XP_063832293.1	NP_524230.2
XP_063832294.1	NP_523872.2
XP_063832298.1	NP_788665.1
XP_063832307.1	NP_731595.1
XP_063832313.1	NP_650072.2
XP_063832314.1	NP_650655.1
XP_063832315.1	NP_001027032.1
XP_063832316.1	NP_477264.1
XP_063832317.1	NP_733137.3
XP_063832318.1	NP_648753.1
XP_063832320.1	NP_648754.2
XP_063832322.1	NP_649862.1
XP_063832323.1	NP_611943.1
XP_063832324.1	NP_572966.1
XP_063832325.1	NP_649898.1
XP_063832326.1	NP_649861.3
XP_063832327.1	NP_649587.1
XP_063832329.1	NP_651553.2
XP_063832331.1	NP_652051.1
XP_063832334.1	NP_649749.2
XP_063832336.1	NP_524910.1
XP_063832337.1	NP_651359.1
XP_063832343.1	NP_648709.2
XP_063832345.1	NP_477336.1
XP_063832346.1	NP_511106.1
XP_063832348.1	NP_650310.2
XP_063832354.1	NP_649557.2
XP_063832356.1	NP_650314.1
XP_063832359.1	NP_523951.1
XP_063832360.1	NP_609441.1
XP_063832361.1	NP_649863.1
XP_063832362.1	NP_477228.1
XP_063832366.1	NP_649678.1
XP_063832370.1	NP_650316.1
XP_063832372.1	NP_649472.1
XP_063832374.1	NP_001138048.1
XP_063832375.1	NP_477006.1
XP_063832377.1	NP_524239.2
XP_063832378.1	NP_524237.1
XP_063832379.1	NP_730940.1
XP_063832380.1	NP_650134.1
XP_063832384.1	NP_524548.1
XP_063832385.1	NP_610677.1
XP_063832386.1	NP_476603.1
XP_063832390.1	NP_648272.1
XP_063832396.1	NP_649439.1
XP_063832398.1	NP_649767.1
XP_063832399.1	NP_573252.1
XP_063832400.1	NP_649211.1
XP_063832401.1	NP_649132.1
XP_063832402.1	NP_523905.2
XP_063832403.1	NP_649498.1
XP_063832404.1	NP_610544.1
XP_063832407.1	NP_477356.1
XP_063832410.1	NP_524875.1
XP_063832412.1	NP_609629.1
XP_063832414.1	NP_649250.2
XP_063832416.1	NP_476722.1
XP_063832418.1	NP_524610.1
XP_063832419.1	NP_524997.2
XP_063832423.1	NP_524240.1
XP_063832424.1	NP_649709.2
XP_063832425.1	NP_611017.1
XP_063832435.1	NP_611329.1
XP_063832437.1	NP_524789.2
XP_063832438.1	NP_650505.2
XP_063832443.1	NP_652064.2
XP_063832454.1	NP_730968.1
XP_063832462.1	NP_648745.1
XP_063832463.1	NP_647760.1
XP_063832467.1	NP_650512.1
XP_063832470.1	NP_650515.1
XP_063832471.1	NP_649913.1
XP_063832473.1	NP_477121.1
XP_063832475.1	NP_524725.2
XP_063832476.1	NP_730944.2
XP_063832477.1	NP_648679.1
XP_063832478.1	NP_650833.1
XP_063832483.1	NP_524933.1
XP_063832487.1	NP_523903.1
XP_063832496.1	NP_650899.1
XP_063832500.1	NP_524238.1
XP_063832503.1	NP_609331.1
XP_063832504.1	NP_648642.1
XP_063832505.1	NP_649813.1
XP_063832506.1	NP_523917.2
XP_063832507.1	NP_650948.2
XP_063832512.1	NP_647862.1
XP_063832515.1	NP_609570.1
XP_063832518.1	NP_650827.3
XP_063832528.1	NP_524213.1
XP_063832529.1	NP_650690.1
XP_063832530.1	NP_524371.1
XP_063832540.1	NP_649028.3
XP_063832542.1	NP_524207.1
XP_063832544.1	NP_524011.1
XP_063832545.1	NP_524134.1
XP_063832548.1	NP_649817.1
XP_063832549.1	NP_729471.1
XP_063832551.1	NP_648300.3
XP_063832552.1	NP_523704.1
XP_063832553.1	NP_523919.1
XP_063832554.1	NP_732446.1
XP_063832561.1	NP_650864.1
XP_063832565.1	NP_001015402.3
XP_063832567.1	NP_650704.1
XP_063832569.1	NP_731193.1
XP_063832572.1	NP_650938.2
XP_063832575.1	NP_650057.1
XP_063832577.1	NP_609842.1
XP_063832584.1	NP_648275.1
XP_063832587.1	NP_651411.1
XP_063832589.1	NP_609479.1
XP_063832593.1	NP_650685.1
XP_063832594.1	NP_649860.1
XP_063832595.1	NP_001034034.1
XP_063832597.1	NP_611162.2
XP_063832603.1	NP_001137883.1
XP_063832606.1	NP_650460.1
XP_063832610.1	NP_649032.1
XP_063832627.1	NP_611264.2
XP_063832629.1	NP_611495.1
XP_063832631.1	NP_001033966.1
XP_063832636.1	NP_650031.1
XP_063832637.1	NP_524370.2
XP_063832641.1	NP_649857.1
XP_063832647.1	NP_649959.1
XP_063832650.1	NP_651072.1
XP_063832653.1	NP_648841.1
XP_063832655.1	NP_650825.2
XP_063832666.1	NP_650656.1
XP_063832668.1	NP_650112.1
XP_063832671.1	NP_001014557.3
XP_063832674.1	NP_476818.1
XP_063832682.1	NP_650653.1
XP_063832683.1	NP_731907.1
XP_063832684.1	NP_524054.1
XP_063832685.1	NP_610957.1
XP_063832686.1	NP_651923.2
XP_063832692.1	NP_647861.2
XP_063832694.1	NP_611305.1
XP_063832696.1	NP_651249.2
XP_063832699.1	NP_524426.2
XP_063832700.1	NP_650795.2
XP_063832706.1	NP_652024.1
XP_063832707.1	NP_651250.2
XP_063832708.1	NP_649761.2
XP_063832712.1	NP_524284.1
XP_063832716.1	NP_523873.2
XP_063832717.1	NP_732413.1
XP_063832718.1	NP_476631.1
XP_063832720.1	NP_524886.2
XP_063832721.1	NP_652055.2
XP_063832722.1	NP_733138.1
XP_063832723.1	NP_649550.1
XP_063832724.1	NP_733041.2
XP_063832728.1	NP_730691.2
XP_063832730.1	NP_524373.1
XP_063832731.1	NP_649542.1
XP_063832733.1	NP_651176.1
XP_063832735.1	NP_611293.3
XP_063832736.1	NP_648755.1
XP_063832737.1	NP_524992.1
XP_063832738.1	NP_650431.1
XP_063832739.1	NP_524392.2
XP_063832741.1	NP_476697.3
XP_063832744.1	NP_649538.1
XP_063832748.1	NP_523852.3
XP_063832750.1	NP_648277.3
XP_063832751.1	NP_732452.1
XP_063832757.1	NP_649499.1
XP_063832758.1	NP_732773.1
XP_063832760.1	NP_730248.2
XP_063832761.1	NP_649710.1
XP_063832765.1	NP_001014571.1
XP_063832766.1	NP_001036721.1
XP_063832775.1	NP_609358.1
XP_063832776.1	NP_649837.1
XP_063832780.1	NP_001104470.1
XP_063832785.1	NP_648556.3
XP_063832786.1	NP_610818.1
XP_063832789.1	NP_648989.1
XP_063832791.1	NP_725221.1
XP_063832792.1	NP_651470.1
XP_063832801.1	NP_648511.2
XP_063832805.1	NP_610025.1
XP_063832810.1	NP_651297.2
XP_063832819.1	NP_650836.1
XP_063832820.1	NP_723089.1
XP_063832822.1	NP_569880.1
XP_063832823.1	NP_648573.2
XP_063832824.1	NP_647671.1
XP_063832829.1	NP_569846.2
XP_063832830.1	NP_573034.1
XP_063832831.1	NP_524954.2
XP_063832836.1	NP_572331.2
XP_063832838.1	NP_610443.1
XP_063832840.1	NP_649777.1
XP_063832845.1	NP_651146.2
XP_063832846.1	NP_572999.1
XP_063832847.1	NP_572865.1
XP_063832848.1	NP_001036632.1
XP_063832849.1	NP_652611.1
XP_063832850.1	NP_651265.1
XP_063832851.1	NP_570010.3
XP_063832853.1	NP_573063.1
XP_063832854.1	NP_650941.3
XP_063832855.1	NP_651876.1
XP_063832858.1	NP_649762.1
XP_063832859.1	NP_650957.1
XP_063832860.1	NP_649483.1
XP_063832861.1	NP_573169.2
XP_063832862.1	NP_610181.2
XP_063832864.1	NP_650077.1
XP_063832871.1	NP_572241.2
XP_063832872.1	NP_572978.1
XP_063832873.1	NP_524679.3
XP_063832874.1	NP_572987.1
XP_063832876.1	NP_728208.1
XP_063832880.1	NP_001015223.1
XP_063832881.1	NP_650076.1
XP_063832882.1	NP_477440.1
XP_063832884.1	NP_001097888.1
XP_063832885.1	NP_572985.1
XP_063832887.1	NP_610002.1
XP_063832888.1	NP_476661.1
XP_063832889.1	NP_524150.1
XP_063832894.1	NP_609393.1
XP_063832895.1	NP_001027412.1
XP_063832896.1	NP_525084.1
XP_063832902.1	NP_001034002.1
XP_063832903.1	NP_650696.1
XP_063832906.1	NP_612032.1
XP_063832911.1	NP_573257.1
XP_063832913.1	NP_001027413.1
XP_063832916.1	NP_649024.1
XP_063832917.1	NP_608635.1
XP_063832922.1	NP_732364.1
XP_063832923.1	NP_610611.1
XP_063832924.1	NP_524791.3
XP_063832925.1	NP_608575.1
XP_063832928.1	NP_651882.1
XP_063832929.1	NP_572348.1
XP_063832931.1	NP_649925.1
XP_063832936.1	NP_523764.1
XP_063832937.1	NP_001015405.3
XP_063832942.1	NP_511074.1
XP_063832944.1	NP_572674.3
XP_063832945.1	NP_001027444.1
XP_063832948.1	NP_611501.1
XP_063832949.1	NP_001027443.1
XP_063832950.1	NP_525032.2
XP_063832951.1	NP_523413.1
XP_063832952.1	NP_650089.1
XP_063832960.1	NP_001163857.2
XP_063832961.1	NP_476713.1
XP_063832964.1	NP_572477.1
XP_063832965.1	NP_572478.1
XP_063832967.1	NP_524515.2
XP_063832972.1	NP_649537.5
XP_063832974.1	NP_524235.2
XP_063832982.1	NP_649535.2
XP_063832983.1	NP_732563.2
XP_063832994.1	NP_569879.1
XP_063833001.1	NP_569951.1
XP_063833003.1	NP_001027179.1
XP_063833007.1	NP_523415.1
XP_063833008.1	NP_572499.2
XP_063833009.1	NP_572235.1
XP_063833011.1	NP_725867.1
XP_063833013.1	NP_524023.1
XP_063833014.1	NP_608373.1
XP_063833015.1	NP_608996.1
XP_063833016.1	NP_732958.1
XP_063833017.1	NP_572335.1
XP_063833018.1	NP_572905.1
XP_063833021.1	NP_001259478.1
XP_063833022.1	NP_525070.2
XP_063833024.1	NP_572180.1
XP_063833026.1	NP_524687.1
XP_063833028.1	NP_476985.1
XP_063833029.1	NP_477042.1
XP_063833030.1	NP_569869.2
XP_063833032.1	NP_524130.1
XP_063833033.1	NP_648312.3
XP_063833043.1	NP_650146.1
XP_063833045.1	NP_725289.1
XP_063833046.1	NP_649548.1
XP_063833047.1	NP_727444.1
XP_063833049.1	NP_572389.1
XP_063833050.1	NP_649763.1
XP_063833051.1	NP_649518.1
XP_063833052.1	NP_511057.1
XP_063833055.1	NP_651269.1
XP_063833059.1	NP_476591.1
XP_063833060.1	NP_650222.2
XP_063833071.1	NP_572506.2
XP_063833073.1	NP_001162667.1
XP_063833076.1	NP_611251.2
XP_063833079.1	NP_572420.1
XP_063833080.1	NP_650857.3
XP_063833081.1	NP_611691.1
XP_063833082.1	NP_524404.1
XP_063833085.1	NP_649865.1
XP_063833086.1	NP_649701.2
XP_063833087.1	NP_609534.1
XP_063833088.1	NP_649541.1
XP_063833089.1	NP_572757.2
XP_063833090.1	NP_572683.1
XP_063833091.1	NP_573128.2
XP_063833092.1	NP_523430.1
XP_063833096.1	NP_511047.2
XP_063833098.1	NP_729819.3
XP_063833099.1	NP_608372.1
XP_063833102.1	NP_651454.1
XP_063833103.1	NP_523410.1
XP_063833104.1	NP_650079.1
XP_063833105.1	NP_731573.1
XP_063833108.1	NP_611787.2
XP_063833119.1	NP_573209.1
XP_063833123.1	NP_572521.2
XP_063833125.1	NP_608319.1
XP_063833126.1	NP_573103.1
XP_063833128.1	NP_001015359.1
XP_063833130.1	NP_610771.2
XP_063833133.1	NP_724697.1
XP_063833134.1	NP_572165.1
XP_063833136.1	NP_477030.1
XP_063833137.1	NP_524212.2
XP_063833138.1	NP_650354.1
XP_063833140.1	NP_477414.1
XP_063833141.1	NP_611242.1
XP_063833142.1	NP_523831.1
XP_063833144.1	NP_725106.1
XP_063833145.1	NP_524803.1
XP_063833149.1	NP_572297.1
XP_063833151.1	NP_572981.1
XP_063833154.1	NP_001285251.1
XP_063833157.1	NP_511157.2
XP_063833172.1	NP_572979.1
XP_063833173.1	NP_649864.2
XP_063833174.1	NP_477408.1
XP_063833177.1	NP_610107.1
XP_063833178.1	NP_569984.2
XP_063833179.1	NP_524726.1
XP_063833180.1	NP_650433.1
XP_063833182.1	NP_001036640.1
XP_063833184.1	NP_476593.2
XP_063833185.1	NP_524959.1
XP_063833187.1	NP_648496.1
XP_063833188.1	NP_572388.1
XP_063833194.1	NP_524796.1
XP_063833195.1	NP_573066.1
XP_063833196.1	NP_573055.1
XP_063833197.1	NP_569976.1
XP_063833199.1	NP_650840.1
XP_063833200.1	NP_651437.1
XP_063833201.1	NP_650498.3
XP_063833203.1	NP_608328.1
XP_063833204.1	NP_477271.1
XP_063833205.1	NP_649540.1
XP_063833206.1	NP_477313.1
XP_063833207.1	NP_476797.1
XP_063833208.1	NP_651457.1
XP_063833209.1	NP_001027175.1
XP_063833211.1	NP_730935.1
XP_063833213.1	NP_648360.2
XP_063833224.1	NP_651978.2
XP_063833227.1	NP_650964.1
XP_063833229.1	NP_609588.1
XP_063833230.1	NP_651263.1
XP_063833236.1	NP_650739.2
XP_063833237.1	NP_651438.1
XP_063833238.1	NP_609948.1
XP_063833240.1	NP_650215.1
XP_063833241.1	NP_650695.1
XP_063833242.1	NP_573021.1
XP_063833253.1	NP_572906.2
XP_063833254.1	NP_652526.1
XP_063833262.1	NP_649846.2
XP_063833263.1	NP_610349.1
XP_063833266.1	NP_569882.1
XP_063833269.1	NP_788020.1
XP_063833270.1	NP_650693.1
XP_063833271.1	NP_608546.1
XP_063833275.1	NP_572622.1
XP_063833277.1	NP_511139.2
XP_063833278.1	NP_511144.2
XP_063833280.1	NP_569919.2
XP_063833282.1	NP_648346.1
XP_063833285.1	NP_536797.3
XP_063833288.1	NP_649909.1
XP_063833291.1	NP_524696.2
XP_063833292.1	NP_732033.1
XP_063833293.1	NP_733060.1
XP_063833295.1	NP_647626.1
XP_063833298.1	NP_726618.3
XP_063833300.1	NP_476756.2
XP_063833303.1	NP_569848.2
XP_063833304.1	NP_525074.2
XP_063833305.1	NP_650858.1
XP_063833306.1	NP_649484.3
XP_063833307.1	NP_570014.3
XP_063833309.1	NP_732108.2
XP_063833311.1	NP_729947.2
XP_063833312.1	NP_608533.1
XP_063833313.1	NP_732028.4
XP_063833318.1	NP_001097616.1
XP_063833319.1	NP_572651.1
XP_063833320.1	NP_649435.2
XP_063833322.1	NP_610179.2
XP_063833325.1	NP_608395.6
XP_063833326.1	NP_995827.2
XP_063833327.1	NP_001015221.1
XP_063833329.1	NP_727386.1
XP_063833330.1	NP_648228.2
XP_063833331.1	NP_572505.1
XP_063833333.1	NP_647971.3
XP_063833334.1	NP_610266.1
XP_063833335.1	NP_572480.1
XP_063833337.1	NP_572196.3
XP_063833338.1	NP_572595.2
XP_063833339.1	NP_727502.1
XP_063833340.1	NP_511085.2
XP_063833344.1	NP_649323.2
XP_063833347.1	NP_727950.3
XP_063833349.1	NP_651138.1
XP_063833354.1	NP_572164.2
XP_063833356.1	NP_477370.1
XP_063833357.1	NP_788296.1
XP_063833361.1	NP_729935.1
XP_063833363.1	NP_650569.1
XP_063833365.1	NP_523935.1
XP_063833366.1	NP_524330.2
XP_063833369.1	NP_001262074.2
XP_063833370.1	NP_650789.1
XP_063833372.1	NP_726360.3
XP_063833374.1	NP_511070.1
XP_063833378.1	NP_570071.3
XP_063833385.1	NP_647960.1
XP_063833388.1	NP_523650.2
XP_063833389.1	NP_511129.3
XP_063833391.1	NP_996267.1
XP_063833392.1	NP_609955.1
XP_063833393.1	NP_524484.1
XP_063833394.1	NP_524546.2
XP_063833395.1	NP_728102.1
XP_063833396.1	NP_611806.3
XP_063833397.1	NP_649675.2
XP_063833398.1	NP_523433.2
XP_063833399.1	NP_572347.1
XP_063833400.1	NP_524234.2
XP_063833419.1	NP_524764.1
XP_063833422.1	NP_572311.1
XP_063833424.1	NP_649699.1
XP_063833425.1	NP_732309.1
XP_063833431.1	NP_611489.1
XP_063833432.1	NP_477503.1
XP_063833433.1	NP_651879.1
XP_063833434.1	NP_610686.1
XP_063833438.1	NP_523790.1
XP_063833441.1	NP_573251.1
XP_063833442.1	NP_996492.1
XP_063833443.1	NP_727957.1
XP_063833444.1	NP_523420.1
XP_063833445.1	NP_648582.1
XP_063833446.1	NP_648494.2
XP_063833448.1	NP_647948.1
XP_063833452.1	NP_648581.1
XP_063833467.1	NP_651316.1
XP_063833468.1	NP_611673.3
XP_063833469.1	NP_608579.1
XP_063833470.1	NP_612087.1
XP_063833471.1	NP_651970.1
XP_063833474.1	NP_523791.2
XP_063833481.1	NP_523841.3
XP_063833483.1	NP_523842.2
XP_063833486.1	NP_651415.1
XP_063833492.1	NP_652053.1
XP_063833495.1	NP_650728.1
XP_063833497.1	NP_523784.2
XP_063833499.1	NP_611466.2
XP_063833501.1	NP_611843.2
XP_063833503.1	NP_650426.1
XP_063833507.1	NP_649157.1
XP_063833510.1	NP_652189.1
XP_063833512.1	NP_648651.1
XP_063833513.1	NP_611597.1
XP_063833514.1	NP_611596.1
XP_063833518.1	NP_572353.1
XP_063833521.1	NP_609045.2
XP_063833524.1	NP_649868.1
XP_063833527.1	NP_649963.1
XP_063833528.1	NP_649255.1
XP_063833530.1	NP_523772.1
XP_063833532.1	NP_523771.1
XP_063833538.1	NP_732780.1
XP_063833539.1	NP_650838.1
XP_063833541.1	NP_649141.1
XP_063833543.1	NP_648625.1
XP_063833544.1	NP_729866.1
XP_063833545.1	NP_572354.1
XP_063833546.1	NP_610163.1
XP_063833548.1	NP_477123.1
XP_063833552.1	NP_476838.1
XP_063833554.1	NP_648182.1
XP_063833555.1	NP_476674.3
XP_063833557.1	NP_650499.1
XP_063833564.1	NP_572273.2
XP_063833566.1	NP_611680.2
XP_063833572.1	NP_569980.1
XP_063833576.1	NP_610013.1
XP_063833579.1	NP_477437.1
XP_063833580.1	NP_608732.1
XP_063833581.1	NP_610399.1
XP_063833585.1	NP_650199.1
XP_063833586.1	NP_573238.1
XP_063833588.1	NP_524228.2
XP_063833589.1	NP_608632.1
XP_063833591.1	NP_611652.2
XP_063833593.1	NP_523663.1
XP_063833594.1	NP_727335.1
XP_063833595.1	NP_523765.1
XP_063833597.1	NP_572954.2
XP_063833598.1	NP_572216.1
XP_063833599.1	NP_001015387.1
XP_063833602.1	NP_611832.1
XP_063833606.1	NP_536783.1
XP_063833608.1	NP_610278.1
XP_063833610.1	NP_611340.1
XP_063833611.1	NP_651204.1
XP_063833612.1	NP_610938.1
XP_063833613.1	NP_996360.2
XP_063833614.1	NP_611636.1
XP_063833615.1	NP_725399.1
XP_063833616.1	NP_609683.1
XP_063833617.1	NP_724582.1
XP_063833618.1	NP_523588.2
XP_063833619.1	NP_477052.2
XP_063833620.1	NP_477505.1
XP_063833622.1	NP_610850.1
XP_063833624.1	NP_651207.1
XP_063833625.1	NP_477378.1
XP_063833626.1	NP_524778.1
XP_063833630.1	NP_650650.1
XP_063833633.1	NP_001034041.1
XP_063833634.1	NP_728116.1
XP_063833637.1	NP_477283.1
XP_063833638.1	NP_610737.1
XP_063833642.1	NP_620470.1
XP_063833644.1	NP_477132.1
XP_063833647.1	NP_524075.2
XP_063833649.1	NP_573323.1
XP_063833653.1	NP_511168.3
XP_063833654.1	NP_726234.3
XP_063833663.1	NP_611651.4
XP_063833665.1	NP_610676.2
XP_063833666.1	NP_573130.1
XP_063833668.1	NP_723186.2
XP_063833669.1	NP_001096954.1
XP_063833670.1	NP_726172.1
XP_063833673.1	NP_525106.2
XP_063833675.1	NP_609046.1
XP_063833676.1	NP_536787.1
XP_063833679.1	NP_648837.2
XP_063833681.1	NP_523739.2
XP_063833685.1	NP_652302.1
XP_063833686.1	NP_001260398.1
XP_063833687.1	NP_477325.2
XP_063833689.1	NP_611906.1
XP_063833691.1	NP_648445.1
XP_063833693.1	NP_648893.1
XP_063833694.1	NP_788074.1
XP_063833695.1	NP_610370.1
XP_063833696.1	NP_523843.1
XP_063833699.1	NP_611231.1
XP_063833705.1	NP_611675.2
XP_063833706.1	NP_523492.1
XP_063833713.1	NP_609153.1
XP_063833717.1	NP_611342.1
XP_063833723.1	NP_611177.1
XP_063833724.1	NP_648579.3
XP_063833726.1	NP_523531.1
XP_063833728.1	NP_651006.1
XP_063833729.1	NP_649970.1
XP_063833730.1	NP_609642.1
XP_063833731.1	NP_651095.1
XP_063833732.1	NP_524421.1
XP_063833733.1	NP_611827.2
XP_063833739.1	NP_612044.1
XP_063833741.1	NP_651782.1
XP_063833744.1	NP_523794.1
XP_063833745.1	NP_611826.1
XP_063833746.1	NP_523793.2
XP_063833750.1	NP_608387.1
XP_063833753.1	NP_524445.1
XP_063833755.1	NP_610417.1
XP_063833758.1	NP_652007.1
XP_063833759.1	NP_609980.1
XP_063833760.1	NP_649213.2
XP_063833764.1	NP_610620.1
XP_063833769.1	NP_609279.1
XP_063833773.1	NP_652281.1
XP_063833774.1	NP_523795.2
XP_063833776.1	NP_648106.1
XP_063833777.1	NP_733010.1
XP_063833780.1	NP_573058.1
XP_063833781.1	NP_647624.1
XP_063833784.1	NP_610662.1
XP_063833785.1	NP_611051.2
XP_063833788.1	NP_572323.1
XP_063833792.1	NP_647879.1
XP_063833793.1	NP_728830.1
XP_063833797.1	NP_649809.1
XP_063833798.1	NP_523792.2
XP_063833799.1	NP_511151.2
XP_063833800.1	NP_524396.1
XP_063833801.1	NP_608447.1
XP_063833804.1	NP_648580.1
XP_063833808.1	NP_524292.1
XP_063833811.1	NP_650301.1
XP_063833817.1	NP_609981.1
XP_063833818.1	NP_477329.1
XP_063833824.1	NP_524691.1
XP_063833825.1	NP_609978.4
XP_063833827.1	NP_524919.2
XP_063833828.1	NP_727708.1
XP_063833830.1	NP_572853.2
XP_063833831.1	NP_611421.1
XP_063833839.1	NP_726208.1
XP_063833844.1	NP_610502.1
XP_063833845.1	NP_610411.1
XP_063833846.1	NP_724710.1
XP_063833852.1	NP_651693.2
XP_063833857.1	NP_524534.1
XP_063833859.1	NP_523733.2
XP_063833863.1	NP_609703.2
XP_063833866.1	NP_609051.1
XP_063833867.1	NP_608355.1
XP_063833868.1	NP_610719.1
XP_063833870.1	NP_649336.1
XP_063833871.1	NP_525005.2
XP_063833874.1	NP_725975.2
XP_063833876.1	NP_610943.2
XP_063833881.1	NP_649847.1
XP_063833884.1	NP_523712.3
XP_063833887.1	NP_652058.1
XP_063833889.1	NP_650425.1
XP_063833890.1	NP_610785.1
XP_063833891.1	NP_612041.2
XP_063833892.1	NP_649064.1
XP_063833893.1	NP_647841.1
XP_063833894.1	NP_610424.1
XP_063833899.1	NP_648211.1
XP_063833900.1	NP_648669.1
XP_063833901.1	NP_650854.1
XP_063833902.1	NP_523965.2
XP_063833907.1	NP_650240.1
XP_063833910.1	NP_610598.1
XP_063833912.1	NP_611467.1
XP_063833915.1	NP_609110.1
XP_063833918.1	NP_609979.2
XP_063833920.1	NP_608921.3
XP_063833921.1	NP_608725.1
XP_063833922.1	NP_729380.1
XP_063833929.1	NP_649390.1
XP_063833932.1	NP_524986.1
XP_063833933.1	NP_610276.1
XP_063833935.1	NP_611411.2
XP_063833938.1	NP_572490.2
XP_063833949.1	NP_609115.1
XP_063833952.1	NP_652014.1
XP_063833953.1	NP_611053.1
XP_063833954.1	NP_477319.1
XP_063833958.1	NP_608907.1
XP_063833959.1	NP_523745.1
XP_063833960.1	NP_523799.3
XP_063833961.1	NP_611961.1
XP_063833963.1	NP_524549.1
XP_063833964.1	NP_726111.1
XP_063833965.1	NP_001033956.2
XP_063833972.1	NP_611082.2
XP_063833973.1	NP_572166.1
XP_063833974.1	NP_524681.1
XP_063833976.1	NP_652334.2
XP_063833977.1	NP_724359.1
XP_063833979.1	NP_610348.3
XP_063833984.1	NP_476810.1
XP_063833985.1	NP_001097755.1
XP_063833986.1	NP_609184.1
XP_063833988.1	NP_648748.1
XP_063833991.1	NP_609917.2
XP_063833992.1	NP_611509.1
XP_063833994.1	NP_725397.1
XP_063833997.1	NP_649334.3
XP_063833998.1	NP_001014500.2
XP_063834001.1	NP_001034068.2
XP_063834003.1	NP_611032.2
XP_063834005.1	NP_572419.1
XP_063834014.1	NP_611280.2
XP_063834017.1	NP_476686.1
XP_063834026.1	NP_609886.1
XP_063834027.1	NP_609738.1
XP_063834029.1	NP_609977.1
XP_063834039.1	NP_650697.1
XP_063834040.1	NP_523815.2
XP_063834041.1	NP_650030.1
XP_063834046.1	NP_523648.3
XP_063834048.1	NP_477396.1
XP_063834058.1	NP_647805.1
XP_063834063.1	NP_001015157.2
XP_063834064.1	NP_523737.1
XP_063834065.1	NP_611705.1
XP_063834066.1	NP_476637.1
XP_063834070.1	NP_524414.2
XP_063834071.1	NP_611497.1
XP_063834089.1	NP_648243.1
XP_063834092.1	NP_523800.1
