Gene ID	Protein accession	drosophila_melanogaster	NCBI GeneID	Symbol	Description
135079918	XP_063830617.1	NP_610937.4	36573.0	Sdb	SAXO downstream of blistered
135079919	XP_063830618.1				
135079920	XP_063830619.1	NP_648783.4	39691.0	CG7656	uncharacterized protein
135079925	XP_063830625.1				
135079922	XP_063830620.1	NP_611853.2	37807.0	Stoml2	Stomatin like 2
135079923	XP_063830621.1				
135079926	XP_063830626.1	NP_611695.1	37591.0	CG2852	uncharacterized protein
135079924	XP_063830624.1	NP_609934.3	35172.0	Ttc19	Tetratricopeptide repeat domain 19
135079927	XP_063830627.1				
135079928	XP_063830631.1	NP_612010.1	38032.0	Prp4k	Pre-mRNA processing factor 4 kinase
135079681	XP_063830363.1				
135080225	XP_063830977.1				
135080226	XP_063830978.1	NP_610960.1	36601.0	Dh44-R1	Diuretic hormone 44 receptor 1
135079937	XP_063830650.1				
135079682	XP_063830364.1				
135080227	XP_063830979.1				
135079939	XP_063830653.1				
135079938	XP_063830651.1				
135079684	XP_063830366.1	NP_610794.1	36375.0	CG8818	uncharacterized protein
135079950	XP_063830668.1				
135079949	XP_063830667.1				
135080229	XP_063830980.1	NP_609406.2	34435.0	loh	lonely heart
135079685	XP_063830367.1	NP_609982.1	35242.0	CG10165	uncharacterized protein
135079948	XP_063830665.1	NP_476691.1	37378.0	Prosalpha3	Proteasome alpha3 subunit
135079946	XP_063830662.1	NP_648289.2	39051.0	Use1	Unconventional SNARE in the ER 1
135079943	XP_063830659.1	NP_525118.2	37746.0	Pal2	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2
135079952	XP_063830670.1				
135079945	XP_063830661.1	NP_648200.1	38929.0	CG7201	uncharacterized protein
135079941	XP_063830655.1				
135079951	XP_063830669.1	NP_523970.1	38930.0	Rab19	Rab19
135079944	XP_063830660.1	NP_569968.2	31163.0	PIG-K	Phosphatidylinositol glycan anchor biosynthesis class K
135079942	XP_063830656.1	NP_647673.2	38249.0	CG13937	uncharacterized protein
135079686	XP_063830368.1				
135080156	XP_063830910.1	NP_610672.1	36213.0	sha	shavenoid
135079935	XP_063830647.1				
135079687	XP_063830369.1	NP_610630.1	36160.0	Polr2E	RNA polymerase II, I and III subunit E
135079929	XP_063830638.1	NP_726490.3	246605.0	CG30423	uncharacterized protein
135079930	XP_063830639.1	NP_523968.1	38898.0	Arp3	Actin-related protein 3
135080230	XP_063830982.1	NP_001036596.2	2769008.0	Dscam4	Down syndrome cell adhesion molecule 4
135079947	XP_063830663.1				
135079932	XP_063830640.1	NP_610670.2	36208.0	CG7741	uncharacterized protein
135079936	XP_063830649.1	NP_572402.1	31681.0	NELF-B	NELF-B
135079934	XP_063830641.1	NP_524831.2	45587.0	nompA	no mechanoreceptor potential A
135079956	XP_063830671.1	NP_477380.1	36209.0	Fpps	Farnesyl pyrophosphate synthase
135079964	XP_063830681.1				
135079961	XP_063830677.1				
135080157	XP_063830911.1				
135079958	XP_063830672.1				
135079965	XP_063830682.1	NP_477090.1	35577.0	Rab2	Rab2
135079963	XP_063830680.1				
135079959	XP_063830673.1	NP_573109.1	32582.0	Mfe2	peroxisomal Multifunctional enzyme type 2
135080159	XP_063830912.1				
135079689	XP_063830370.1				
135079960	XP_063830675.1	NP_725521.1	36772.0	CG8405	uncharacterized protein
135080231	XP_063830983.1				
135080232	XP_063830984.1				
135079692	XP_063830373.1				
135079693	XP_063830374.1				
135079694	XP_063830375.1				
135079962	XP_063830679.1				
135079966	XP_063830683.1	NP_611023.1	36689.0	CG8079	uncharacterized protein
135079968	XP_063830685.1				
135080233	XP_063830985.1	NP_652376.2	2768836.0	Fs	Follistatin
135079969	XP_063830686.1	NP_610477.2	35954.0	Mad1	Mitotic arrest-deficient 1
135080234	XP_063830986.1				
135080235	XP_063830987.1				
135079971	XP_063830689.1	NP_609478.1	34528.0	Art8	Arginine methyltransferase 8
135079970	XP_063830688.1	NP_648781.1	39689.0	CG12301	uncharacterized protein
135079695	XP_063830376.1	NP_609412.1	34441.0	Grip75	Grip75
135079972	XP_063830690.1				
135079973	XP_063830691.1	NP_652015.1	317824.0	Zyx	Zyxin
135079975	XP_063830693.1	NP_608837.2	33652.0	Secp43	tRNA Selenocysteine associated protein
135079974	XP_063830692.1	NP_609643.2	34748.0	Bdp1	B double prime 1
135079982	XP_063830700.1	NP_001033945.1	36589.0	Ih	I[[h]] channel
135079696	XP_063830377.1				
135079700	XP_063830380.1				
135079697	XP_063830378.1				
135080236	XP_063830989.1	NP_611530.5	37374.0	CG9313	uncharacterized protein
135079977	XP_063830694.1	NP_611531.2	37375.0	CG15651	uncharacterized protein
135079980	XP_063830697.1	NP_610296.2	35690.0	CG1598	uncharacterized protein
135079979	XP_063830695.1	NP_611332.1	37118.0	PIG-O	Phosphatidylinositol glycan anchor biosynthesis class O
135079988	XP_063830721.1				
135079987	XP_063830718.1	NP_611870.3	37832.0	CG3907	uncharacterized protein
135079986	XP_063830717.1	NP_648509.1	39333.0	Gcat	Glycine C-acetyltransferase
135079984	XP_063830711.1				
135079981	XP_063830699.1	NP_536786.1	44510.0	cv	crossveinless
135079985	XP_063830713.1	NP_476887.2	44544.0	Hnf4	Hepatocyte nuclear factor 4
135079990	XP_063830723.1				
135079701	XP_063830383.1	NP_610340.1	35757.0	CG14763	uncharacterized protein
135079995	XP_063830729.1				
135079997	XP_063830732.1	NP_573088.1	32549.0	CG15916	uncharacterized protein
135080237	XP_063830990.1	NP_525036.2	31027.0	Rbf	Retinoblastoma-family protein
135079991	XP_063830724.1	NP_726051.1	37429.0	Sgf29	SAGA-associated factor 29kDa
135079992	XP_063830726.1	NP_476902.1	35788.0	Pabp2	Pabp2
135079996	XP_063830731.1	NP_608833.1	33648.0	morgue	modifier of rpr and grim, ubiquitously expressed
135079993	XP_063830728.1				
135080000	XP_063830735.1				
135079999	XP_063830734.1	NP_995958.2	38226.0	Dhc62B	Dynein heavy chain at 62B
135080238	XP_063830991.1				
135080001	XP_063830736.1	NP_665890.2	43862.0	HnRNP-K	Heterogeneous nuclear ribonucleoprotein K
135079703	XP_063830384.1	NP_610305.1	35702.0	CG17985	uncharacterized protein
135080239	XP_063830992.1				
135080240	XP_063830993.1				
135079705	XP_063830386.1	NP_524119.2	39866.0	Dab	Disabled
135080003	XP_063830740.1	NP_650573.1	42030.0	Mettl4	Methyltransferase like 4
135080002	XP_063830739.1				
135080004	XP_063830742.1	NP_573122.1	32606.0	CG4239	uncharacterized protein
135080005	XP_063830743.1	NP_611371.1	37164.0	Jabba	jabba
135080006	XP_063830746.1	NP_611803.1	37723.0	mi	minus
135080007	XP_063830747.1				
135080010	XP_063830749.1				
135080011	XP_063830750.1				
135080241	XP_063830995.1				
135080242	XP_063830996.1				
135079709	XP_063830388.1				
135079711	XP_063830389.1				
135080013	XP_063830751.1	NP_724519.1	246489.0	Ufsp1	UFM1 specific peptidase 1
135080243	XP_063830997.1	NP_524541.3	43379.0	Dhc98D	Dynein heavy chain at 89D
135079713	XP_063830391.1				
135080244	XP_063830998.1	NP_611292.2	37064.0	CG5756	uncharacterized protein
135080014	XP_063830752.1				
135080024	XP_063830762.1	NP_609872.1	35091.0	Ptp36E	Protein tyrosine phosphatase 36E
135080245	XP_063830999.1				
135079715	XP_063830393.1				
135080019	XP_063830756.1				
135080018	XP_063830754.1				
135080017	XP_063830753.1				
135080029	XP_063830770.1	NP_610285.5	45398.0	Aldh-III	Aldehyde dehydrogenase type III
135080021	XP_063830758.1	NP_477098.1	36775.0	Rho1	Rho1
135080020	XP_063830757.1	NP_611084.2	36774.0	CG8414	uncharacterized protein
135080022	XP_063830760.1	NP_726243.1	37617.0	blw	bellwether
135080027	XP_063830768.1	NP_001097279.2	36268.0	CG13185	uncharacterized protein
135080031	XP_063830772.1	NP_569923.2	31105.0	rush	rush hour
135079717	XP_063830395.1	NP_001036433.1	3355016.0	RNASEK	Ribonuclease kappa
135079719	XP_063830396.1	NP_608999.2	33867.0	CG9222	uncharacterized protein
135080028	XP_063830769.1	NP_609243.3	34192.0	Sema1a	Semaphorin 1a
135080026	XP_063830765.1				
135080160	XP_063830913.1				
135079720	XP_063830397.1				
135079721	XP_063830398.1				
135080023	XP_063830761.1	NP_609648.1	34753.0	CG7099	uncharacterized protein
135080030	XP_063830771.1	NP_523671.1	36041.0	Pka-R2	Protein kinase, cAMP-dependent, regulatory subunit type 2
135079722	XP_063830399.1	NP_732338.1	14462485.0	koko	kokopelli
135080033	XP_063830774.1	NP_524644.1	43869.0	amx	almondex
135080032	XP_063830773.1	NP_536773.1	117419.0	Irbp	Inverted repeat-binding protein
135080052	XP_063830799.1	NP_523684.2	36104.0	Galphao	G protein alpha subunit o
135080034	XP_063830776.1				
135080051	XP_063830797.1				
135080048	XP_063830789.1				
135080036	XP_063830777.1				
135080037	XP_063830778.1	NP_477080.1	36727.0	Cdk5	Cyclin-dependent kinase 5
135080039	XP_063830780.1	NP_611353.1	37144.0	zda	zonda
135080038	XP_063830779.1	NP_610292.2	35685.0	PIG-G	Phosphatidylinositol glycan anchor biosynthesis class G
135080040	XP_063830781.1	NP_523827.1	37744.0	l(2)efl	lethal (2) essential for life
135080246	XP_063831000.1				
135080248	XP_063831001.1	NP_611814.3	37741.0	Pde8	Phosphodiesterase 8
135080249	XP_063831002.1	NP_648199.1	38928.0	cert	ceramide transfer protein
135080042	XP_063830783.1	NP_611934.1	37925.0	Fcp1	TFIIF-interacting CTD phosphatase
135079725	XP_063830401.1	NP_525119.1	37872.0	mRpS17	mitochondrial ribosomal protein S17
135079726	XP_063830402.1	NP_611071.1	36758.0	Pex11ab	Peroxin 11a/b
135080043	XP_063830784.1	NP_610339.1	35756.0	nito	spenito
135080250	XP_063831003.1				
135080056	XP_063830804.1	NP_611963.5	37959.0	CG3894	uncharacterized protein
135080050	XP_063830795.1	NP_609916.5	35146.0	CG10602	uncharacterized protein
135080045	XP_063830786.1	NP_523598.2	35145.0	mRpL13	mitochondrial ribosomal protein L13
135080044	XP_063830785.1				
135080251	XP_063831006.1	NP_608777.1	33560.0	Snx1	Sorting nexin 1
135079727	XP_063830403.1				
135080054	XP_063830802.1				
135080055	XP_063830803.1				
135079728	XP_063830406.1				
135079730	XP_063830408.1				
135080047	XP_063830787.1	NP_726495.3	37981.0	NaCP60E	Na channel protein 60E
135080059	XP_063830807.1				
135080057	XP_063830805.1	NP_573385.1	32936.0	ND-18	NADH dehydrogenase (ubiquinone) 18 kDa subunit
135080049	XP_063830794.1	NP_611117.2	36824.0	CG8060	uncharacterized protein
135080053	XP_063830801.1				
135079731	XP_063830409.1	NP_652307.1	50139.0	CG12848	uncharacterized protein
135079732	XP_063830410.1				
135080062	XP_063830809.1				
135080063	XP_063830810.1				
135079733	XP_063830412.1				
135080064	XP_063830811.1				
135080065	XP_063830812.1	NP_524711.1	44154.0	Hmgs	HMG Coenzyme A synthase
135080072	XP_063830817.1				
135080066	XP_063830813.1	NP_610099.1	35395.0	CG8679	uncharacterized protein
135080252	XP_063831007.1	NP_524678.3	44027.0	sbb	scribbler
135080253	XP_063831008.1	NP_523664.1	35927.0	Su(var)2-10	Suppressor of variegation 2-10
135080254	XP_063831009.1				
135079736	XP_063830413.1				
135080070	XP_063830815.1	NP_610456.4	35926.0	Phax	Phosphorylated adaptor for RNA export
135080071	XP_063830816.1				
135080068	XP_063830814.1				
135079737	XP_063830415.1	NP_723505.2	318908.0	Datp	Diadenosine tetraphosphatase
135080255	XP_063831010.1				
135080256	XP_063831011.1				
135080073	XP_063830819.1	NP_725178.2	250735.0	fdl	fused lobes
135080257	XP_063831012.1				
135080075	XP_063830820.1	NP_649289.2	40339.0	CG10512	uncharacterized protein
135079739	XP_063830416.1				
135080076	XP_063830822.1				
135079740	XP_063830418.1	NP_523990.1	39050.0	Dhpr	Dihydropteridine reductase
135079741	XP_063830419.1	NP_001097760.1	41568.0	NijC	Ninjurin C
135080077	XP_063830824.1	NP_995863.1	2768848.0	mute	muscle wasted
135080080	XP_063830826.1	NP_477369.1	36040.0	TER94	Transitional endoplasmic reticulum 94
135080078	XP_063830825.1				
135080258	XP_063831014.1				
135080259	XP_063831015.1	NP_611532.2	37376.0	CG3216	uncharacterized protein
135080081	XP_063830827.1	NP_477211.1	36776.0	Ric	Ras-related protein interacting with calmodulin
135079743	XP_063830422.1	NP_650771.1	42279.0	CG6005	uncharacterized protein
135079744	XP_063830423.1	NP_611921.1	37911.0	CG13581	uncharacterized protein
135080260	XP_063831016.1	NP_650428.1	41830.0	Mau2	Mau2 sister chromatid cohesion factor
135080082	XP_063830828.1	NP_524819.1	45329.0	RpL12	Ribosomal protein L12
135080083	XP_063830830.1	NP_524120.1	39881.0	TSG101	Tumor susceptibility gene 101
135080084	XP_063830831.1	NP_608743.2	33518.0	SerRS	Seryl-tRNA synthetase
135080261	XP_063831017.1	NP_610467.1	35939.0	Rme-8	Receptor mediated endocytosis 8
135080087	XP_063830834.1				
135079745	XP_063830424.1				
135079746	XP_063830425.1	NP_722612.1	33179.0	ND-15	NADH dehydrogenase (ubiquinone) 15 kDa subunit
135080262	XP_063831018.1	NP_608393.1	33044.0	CG11710	uncharacterized protein
135080093	XP_063830843.1	NP_723812.1	318983.0	CG31855	uncharacterized protein
135080090	XP_063830840.1	NP_725374.1	36587.0	Sps1	Selenophosphate synthetase 1
135080263	XP_063831019.1				
135080088	XP_063830836.1	NP_611493.2	37328.0	Hil	Hillarin
135079747	XP_063830426.1	NP_652724.1	59261.0	Mccc2	Methylcrotonoyl-CoA carboxylase 2
135080091	XP_063830841.1				
135080085	XP_063830832.1				
135080095	XP_063830845.1	NP_477193.1	35966.0	wun	wunen
135080161	XP_063830914.1	NP_523814.1	37631.0	fd59A	forkhead domain 59A
135080094	XP_063830844.1	NP_572810.1	32208.0	CG1824	uncharacterized protein
135080264	XP_063831021.1	NP_610186.2	50320.0	dpr12	defective proboscis extension response 12
135080086	XP_063830833.1				
135079750	XP_063830427.1				
135079751	XP_063830428.1				
135079753	XP_063830429.1				
135080265	XP_063831022.1				
135080266	XP_063831023.1				
135080096	XP_063830846.1				
135080097	XP_063830847.1				
135080099	XP_063830849.1				
135080098	XP_063830848.1				
135079754	XP_063830430.1				
135080101	XP_063830850.1	NP_610541.1	36037.0	eIF3j	eukaryotic translation initiation factor 3 subunit j
135080104	XP_063830854.1	NP_611040.2	36714.0	CG12964	uncharacterized protein
135080268	XP_063831024.1	NP_610534.3	36028.0	CG1513	uncharacterized protein
135080162	XP_063830915.1				
135080102	XP_063830851.1				
135079756	XP_063830432.1	NP_609030.1	33901.0	Rchy1	Ring finger and CHY zinc finger domain containing 1
135080103	XP_063830853.1	NP_611572.2	246587.0	CG30392	uncharacterized protein
135080269	XP_063831025.1	NP_523856.2	37967.0	key	kenny
135080270	XP_063831026.1				
135080106	XP_063830856.1	NP_611931.3	37921.0	ITP	Ion transport peptide
135080105	XP_063830855.1	NP_611968.1	37966.0	CG3589	uncharacterized protein
135079757	XP_063830433.1				
135080271	XP_063831028.1				
135080272	XP_063831029.1				
135080273	XP_063831030.1				
135080274	XP_063831031.1				
135080275	XP_063831032.1				
135079775	XP_063830446.1	NP_732865.2	326147.0	CG31515	uncharacterized protein
135080276	XP_063831033.1				
135080108	XP_063830861.1	NP_651456.1	43165.0	Cmpk	Cytidine/uridine monophosphate kinase 1
135080109	XP_063830863.1	NP_525105.2	35422.0	eEF2	eukaryotic translation elongation factor 2
135080111	XP_063830864.1	NP_476586.1	36057.0	Jra	Jun-related antigen
135080112	XP_063830865.1	NP_611935.1	37926.0	CG3511	uncharacterized protein
135080113	XP_063830866.1	NP_611739.1	37646.0	CNBP	CCHC-type zinc finger nucleic acid binding protein
135080277	XP_063831034.1	NP_524688.1	44071.0	Mcr	Macroglobulin complement-related
135080117	XP_063830872.1	NP_611078.1	36767.0	EMC7	ER membrane protein complex subunit 7
135080279	XP_063831035.1				
135080116	XP_063830871.1				
135080114	XP_063830868.1				
135080280	XP_063831036.1				
135080281	XP_063831037.1	NP_610282.1	35672.0	CG11141	uncharacterized protein
135080118	XP_063830873.1	NP_523444.1	33227.0	Spp	Signal peptide peptidase
135080119	XP_063830875.1	NP_569977.1	31175.0	Rtca	RNA 3'-terminal phosphate cyclase
135080282	XP_063831039.1				
135080138	XP_063830895.1	NP_523714.2	36372.0	vis	vismay
135079759	XP_063830435.1				
135079760	XP_063830436.1				
135079761	XP_063830437.1	NP_001027396.1	3772288.0	CG33774	uncharacterized protein
135080120	XP_063830876.1	NP_609902.3	35130.0	Grip71	Grip71
135080137	XP_063830894.1	NP_610343.1	35762.0	Nup44A	Nucleoporin at 44A
135080135	XP_063830890.1				
135080136	XP_063830893.1				
135080163	XP_063830916.1				
135080121	XP_063830877.1				
135080134	XP_063830889.1				
135080164	XP_063830917.1				
135080122	XP_063830880.1				
135080165	XP_063830918.1				
135080123	XP_063830881.1	NP_476894.1	37822.0	Sox14	Sox box protein 14
135080124	XP_063830882.1				
135080283	XP_063831040.1				
135080142	XP_063830898.1				
135080145	XP_063830901.1				
135079762	XP_063830438.1				
135080141	XP_063830897.1				
135080140	XP_063830896.1				
135080167	XP_063830919.1	NP_610585.2	36102.0	RanBPM	Ran-binding protein M
135080126	XP_063830883.1				
135080127	XP_063830884.1	NP_610542.1	36038.0	CG12134	uncharacterized protein
135080128	XP_063830885.1	NP_647765.1	38367.0	CG32486	uncharacterized protein
135079764	XP_063830439.1	NP_610475.1	35952.0	CG2063	uncharacterized protein
135080129	XP_063830887.1	NP_647785.3	38391.0	gry	gryzun
135080130	XP_063830888.1	NP_524115.1	39855.0	Prosbeta6	Proteasome beta6 subunit
135079766	XP_063830440.1	NP_609222.1	34159.0	Dad1	Defender against apoptotic cell death 1
135080284	XP_063831041.1				
135080285	XP_063831042.1	NP_650208.1	41543.0	CG5608	uncharacterized protein
135080144	XP_063830900.1	NP_610048.2	35329.0	IKKepsilon	I-kappaB kinase epsilon
135080286	XP_063831043.1	NP_523422.4	33043.0	cactin	cactin
135079769	XP_063830442.1	NP_647775.1	38378.0	ND-30	NADH dehydrogenase (ubiquinone) 30 kDa subunit
135080288	XP_063831044.1	NP_610950.2	36590.0	tej	tejas
135080289	XP_063831045.1				
135080290	XP_063831046.1	NP_609915.1	35144.0	CG17321	uncharacterized protein
135079771	XP_063830443.1	NP_572507.1	31817.0	Uros1	Uroporphyrinogen III synthase 1
135079772	XP_063830444.1				
135079773	XP_063830445.1				
135080291	XP_063831048.1				
135080820	XP_063831612.1	NP_524527.3	43275.0	Ser	Serrate
135080821	XP_063831614.1				
135080822	XP_063831615.1	NP_524545.2	43428.0	Pkc98E	Protein C kinase 98E
135080452	XP_063831157.1	NP_476886.1	40993.0	Arl2	ADP ribosylation factor-like 2
135080451	XP_063831156.1	NP_649934.1	41185.0	Pnn	Pinin
135080332	XP_063831053.1				
135080334	XP_063831055.1	NP_001036687.1	40990.0	Poxm	Pox meso
135080453	XP_063831158.1				
135080469	XP_063831177.1	NP_650710.3	42203.0	PKD	Protein Kinase D
135080449	XP_063831155.1				
135080337	XP_063831056.1				
135080798	XP_063831591.1				
135080338	XP_063831060.1				
135080465	XP_063831173.1				
135080823	XP_063831616.1				
135080454	XP_063831162.1				
135080455	XP_063831163.1				
135080824	XP_063831617.1				
135080825	XP_063831618.1				
135080800	XP_063831592.1				
135080456	XP_063831164.1	NP_651200.1	42838.0	CG13603	uncharacterized protein
135080457	XP_063831165.1	NP_651498.1	43217.0	Yif1	Yip1-interacting factor 1
135080826	XP_063831620.1	NP_731351.3	44258.0	ps	pasilla
135080467	XP_063831175.1	NP_524032.2	39364.0	viaf	viral IAP-associated factor
135080458	XP_063831166.1	NP_733018.1	318600.0	Wsck	wsck
135080459	XP_063831167.1	NP_651312.2	42982.0	Mink	Mitotic spindle and nuclear protein
135080462	XP_063831169.1	NP_647771.1	38373.0	CG11537	uncharacterized protein
135080463	XP_063831170.1	NP_650961.2	42525.0	AP-2sigma	Adaptor Protein complex 2, sigma subunit
135080461	XP_063831168.1				
135080464	XP_063831171.1				
135080466	XP_063831174.1				
135080827	XP_063831621.1				
135080470	XP_063831178.1	NP_651274.1	42934.0	atl	atlastin
135080339	XP_063831061.1				
135080468	XP_063831176.1				
135080424	XP_063831128.1				
135080828	XP_063831622.1				
135080829	XP_063831623.1				
135080830	XP_063831624.1	NP_611875.1	37840.0	IntS1	Integrator 1
