Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_085117.1	12051227	12053250	11	plus	uncharacterized LOC119629183	LOC119629183	119629183	protein-coding	XM_038014229.1	XP_037870157.1	393	
NC_085117.1	12056876	12062335	11	plus	enoyl-CoA delta isomerase 2	LOC101741227	101741227	protein-coding	XM_004931447.5	XP_004931504.1	251	
NC_085117.1	12067290	12076605	11	plus	sodium/potassium-transporting ATPase subunit alpha	LOC101741364	101741364	protein-coding	XM_004931448.4	XP_004931505.4	865	
NC_085117.1	12076602	12082571	11	minus	uncharacterized LOC101741084	LOC101741084	101741084	protein-coding	XM_021351580.3	XP_021207255.1	289	
NC_085117.1	12087686	12122144	11	minus	dipeptidase 1	LOC101736374	101736374	protein-coding	XM_004931577.5	XP_004931634.1	500	
NC_085117.1	12101083	12112102	11	plus	uncharacterized LOC105842370	LOC105842370	105842370	protein-coding	XM_021351577.3	XP_021207252.1	371	
NC_085117.1	12117204	12123757	11	plus	opsin 2	LOC692414	692414	protein-coding	XM_021351578.3	XP_021207253.3	353	
NC_085117.1	12126771	12128703	11	plus	uncharacterized protein C16orf52 homolog A	LOC101740745	101740745	protein-coding	XM_004931443.5	XP_004931500.1	167	
NC_085117.1	12130809	12136785	11	plus	leukocyte receptor cluster member 8	LOC101740607	101740607	protein-coding	XM_004931442.4	XP_004931499.2	708	
NC_085117.1	12150049	12161071	11	plus	vacuolar protein sorting-associated protein 8 homolog	LOC101736109	101736109	protein-coding	XM_062671184.1	XP_062527168.1	1122	
NC_085117.1	12165868	12172948	11	minus	chromobox protein homolog 5-like	LOC101740470	101740470	protein-coding	NM_001285966.1	NP_001272895.1	276	
NC_085117.1	12179056	12181808	11	plus	acyl-coenzyme A diphosphatase FITM2	LOC101740337	101740337	protein-coding	XM_021351485.3	XP_021207160.2	362	
NC_085117.1	12182148	12190328	11	minus	ganglioside-induced differentiation-associated-protein	GDAP1	100529083	protein-coding	NM_001199937.2	NP_001186866.1	332	
NC_085117.1	12191243	12193425	11	plus	YTH domain-containing protein 1	LOC101740205	101740205	protein-coding	XM_004931439.5	XP_004931496.2	442	
NC_085117.1	12195939	12214768	11	plus	glutamate receptor ionotropic, NMDA 2B	LOC101735975	101735975	protein-coding	XM_038013900.2	XP_037869828.1	1056	
NC_085117.1	12216374	12224096	11	plus	tether containing UBX domain for GLUT4	LOC101735844	101735844	protein-coding	XM_012695000.3	XP_012550454.1	505	
NC_085117.1	12224050	12228287	11	minus	U6 snRNA phosphodiesterase 1	LOC101740070	101740070	protein-coding	XM_004931438.4	XP_004931495.1	255	
NC_085117.1	12224050	12225403	11	minus	zinc finger CCCH domain-containing protein 3	LOC119629105	119629105	protein-coding	XM_038013846.2	XP_037869774.1	404	
NC_085117.1	12229450	12231974	11	plus	protein ecdysoneless	LOC105842382	105842382	protein-coding	XM_012694999.4	XP_012550453.2	562	
NC_085117.1	12236448	12256032	11	minus	dehydrogenase/reductase SDR family member 4	LOC101739283	101739283	protein-coding	XM_004931432.4	XP_004931489.1	279	
NC_085117.1	12257167	12289290	11	plus	cAMP-dependent protein kinase R1	LOC100101201	100101201	protein-coding	NM_001099825.1	NP_001093295.1	370	
NC_085117.1	12257859	12267180	11	plus	xylosyltransferase oxt	LOC101739145	101739145	protein-coding	XM_004931431.5	XP_004931488.1	899	
NC_085117.1	12270771	12274989	11	minus	ATP-dependent DNA helicase Q4	LOC101735569	101735569	protein-coding	XM_012695068.4	XP_012550522.2	1297	
NC_085117.1	12297011	12321416	11	plus	nucleoprotein TPR	LOC101747226	101747226	protein-coding	XM_038013728.2	XP_037869656.1	2215	
NC_085117.1	12320748	12321452	11	minus	autophagy related protein Atg8	Atg8	692938	protein-coding	NM_001046779.1	NP_001040244.1	117	
NC_085117.1	12326247	12330609	11	plus	uncharacterized LOC101738996	LOC101738996	101738996	protein-coding	XM_004931430.3	XP_004931487.1	219	
NC_085117.1	12333828	12341555	11	plus	E3 ubiquitin-protein ligase rnf146	LOC101738763	101738763	protein-coding	XM_004931428.5	XP_004931485.1	233	
NC_085117.1	12346637	12350271	11	plus	2-iminobutanoate/2-iminopropanoate deaminase	LOC101738412	101738412	protein-coding	XM_004931425.3	XP_004931482.1	168	
NC_085117.1	12350521	12356624	11	plus	uncharacterized LOC101738275	LOC101738275	101738275	protein-coding	XM_004931424.4	XP_004931481.1	218	
NC_085117.1	12357991	12360682	11	minus	RNA exonuclease 5	LOC101738143	101738143	protein-coding	XM_004931423.5	XP_004931480.1	581	
NC_085117.1	12367627	12370821	11	minus	lysophospholipase	LOC692950	692950	protein-coding	NM_001046790.1	NP_001040255.1	220	
NC_085117.1	12380555	12385796	11	plus	uncharacterized LOC119629069	LOC119629069	119629069	protein-coding	XM_038013645.1	XP_037869573.1	1109	
NC_085117.1	12385150	12386513	11	plus	uncharacterized LOC101741301	LOC101741301	101741301	protein-coding	XM_004926691.4	XP_004926748.1	204	
NC_085117.1	12392899	12397599	11	minus	UBA-like domain-containing protein 1	LOC101737923	101737923	protein-coding	XM_004931422.5	XP_004931479.1	155	
NC_085117.1	12394585	12411454	11	plus	sodium/hydrogen exchanger 8	LOC101737790	101737790	protein-coding	XM_004931420.5	XP_004931477.1	681	
NC_085117.1	12410842	12413173	11	minus	probable prefoldin subunit 4	LOC101737652	101737652	protein-coding	XM_004931419.4	XP_004931476.1	135	
NC_085117.1	12414538	12500165	11	plus	EN protein binding/engrailed nuclear homeoprotein-regulated protein	LOC692810	692810	protein-coding	NM_001046657.1	NP_001040122.1	560	
NC_085117.1	12465273	12466712	11	minus	uncharacterized LOC101737511	LOC101737511	101737511	protein-coding	XM_004931418.5	XP_004931475.1	132	
NC_085117.1	12503548	12612478	11	plus	BAI1-associated protein 3	LOC101747089	101747089	protein-coding	XM_004931571.5	XP_004931628.1	1253	
NC_085117.1	12622286	12627050	11	minus	lipase 3	LOC101737372	101737372	protein-coding	XM_004931417.5	XP_004931474.1	427	
NC_085117.1	12627618	12633495	11	minus	programmed cell death protein 5-like protein	LOC778501	778501	protein-coding	NM_001098326.1	NP_001091796.1	130	
NC_085117.1	12634145	12639916	11	minus	tRNA-splicing endonuclease subunit Sen34	LOC101737033	101737033	protein-coding	XM_021351498.3	XP_021207173.2	284	
NC_085117.1	12641361	12647948	11	plus	short chain dehydrogenase/reductase family 39U, member 1	SDR39U1	733038	protein-coding	NM_001047030.1	NP_001040495.1	303	
NC_085117.1	12649142	12663999	11	minus	purine nucleoside phosphorylase	LOC101736818	101736818	protein-coding	XM_004931412.3	XP_004931469.1	327	
NC_085117.1	12664174	12678927	11	plus	cytochrome P450	P450	100286798	protein-coding	NM_001146725.1	NP_001140197.1	493	
NC_085117.1	12679014	12698650	11	plus	equilibrative nucleoside transporter 4	LOC101746957	101746957	protein-coding	XM_012695063.4	XP_012550517.2	558	
NC_085117.1	12711547	12717590	11	minus	enhanced level of genomic instability 1	LOC101746815	101746815	protein-coding	XM_021351506.3	XP_021207181.2	1253	
NC_085117.1	12720124	12726972	11	plus	ubiquinol-cytochrome c reductase core protein II	Uqcrc2	100127121	protein-coding	NM_001112754.1	NP_001106225.1	437	
NC_085117.1	12729951	12730879	11	minus	multifunctional methyltransferase subunit TRM112-like protein	LOC101736684	101736684	protein-coding	XM_004931411.5	XP_004931468.1	125	
NC_085117.1	12731856	12739306	11	plus	DIS3-like exonuclease 2	LOC101746676	101746676	protein-coding	XM_021351488.3	XP_021207163.2	985	
NC_085117.1	12739451	12745014	11	plus	Fanconi anemia, complementation group L	FANCL	100620064	protein-coding	NM_001246217.1	NP_001233146.1	326	
NC_085117.1	12745358	12748318	11	minus	G protein pathway suppressor 1	LOC693104	693104	protein-coding	NM_001046857.1	NP_001040322.1	480	
NC_085117.1	12757461	12765267	11	plus	gamma-glutamyl hydrolase A	LOC101736547	101736547	protein-coding	XM_021351569.3	XP_021207244.1	381	
NC_085117.1	12849051	12851005	11	plus	cuticular protein hypothetical 27	CPH27	100379469	protein-coding	NM_001173279.1	NP_001166750.1	66	
NC_085117.1	12875345	12876286	11	minus	cuticular protein hypothetical 26	CPH26	100379470	protein-coding	NM_001173280.1	NP_001166751.1	124	
NC_085117.1	12879480	12881658	11	minus	vitelline membrane protein Vm26Ab	LOC119629126	119629126	protein-coding	XM_038013966.2	XP_037869894.1	124	
NC_085117.1	12884153	12885185	11	minus	cuticular protein hypothetical 34	CPH34	100379463	protein-coding	NM_001173274.1	NP_001166745.1	268	
NC_085117.1	12890018	12890898	11	minus	cuticular protein hypothetical 25	CPH25	100379471	protein-coding	NM_001173281.1	NP_001166752.1	257	
NC_085117.1	12894864	12895704	11	minus	cuticular protein hypothetical 24	CPH24	100379472	protein-coding	NM_001173282.1	NP_001166753.1	158	
NC_085117.1	12897646	12898683	11	minus	neuropeptide-like 4	LOC105842386	105842386	protein-coding	XM_038014171.2	XP_037870099.1	99	
NC_085117.1	12943985	12945452	11	minus	pupal cuticle protein C1B	LOC101735346	101735346	protein-coding	XM_004931403.5	XP_004931460.1	75	
NC_085117.1	12968148	12968813	11	plus	cuticular protein hypothetical 23	CPH23	100379473	protein-coding	NM_001173283.1	NP_001166754.1	91	
NC_085117.1	12975691	12977070	11	plus	cuticular protein hypothetical 22	CPH22	100379474	protein-coding	NM_001173284.1	NP_001166755.1	417	
NC_085117.1	12981702	12982385	11	plus	cuticular protein hypothetical 21	CPH21	100379475	protein-coding	NM_001173285.1	NP_001166756.1	149	
NC_085117.1	12987728	12988497	11	plus	cuticular protein hypothetical 20	CPH20	100379476	protein-coding	NM_001173286.1	NP_001166757.1	207	
NC_085117.1	12989785	12990516	11	minus	cuticular protein hypothetical 19	CPH19	100379477	protein-coding	NM_001173287.1	NP_001166758.1	163	
NC_085117.1	12991372	12991933	11	plus	cuticular protein hypothetical 18	CPH18	100379478	protein-coding	NM_001173288.1	NP_001166759.1	101	
NC_085117.1	12995055	13000501	11	plus	uncharacterized LOC119629166	LOC119629166	119629166	protein-coding	XM_038014173.2	XP_037870101.1	1180	
NC_085117.1	13005319	13015387	11	plus	cuticular protein hypothetical 17	CPH17	100379479	protein-coding	NM_001173289.1	NP_001166760.1	100	
NC_085117.1	13018694	13019580	11	plus	cuticular protein hypothetical 16	CPH16	100379480	protein-coding	NM_001173290.1	NP_001166761.1	247	
NC_085117.1	13025868	13026484	11	plus	cuticular protein hypothetical 15	CPH15	100379481	protein-coding	NM_001173291.1	NP_001166762.1	170	
NC_085117.1	13028808	13029447	11	plus	cuticular protein hypothetical 14	CPH14	100379482	protein-coding	NM_001173292.1	NP_001166763.1	170	
NC_085117.1	13030200	13031060	11	minus	cuticle protein 64-like	LOC134199705	134199705	protein-coding	XM_062671197.1	XP_062527181.1	216	
NC_085117.1	13032485	13033394	11	minus	cuticular protein hypothetical 13	CPH13	100379483	protein-coding	NM_001173293.1	NP_001166764.1	236	
NC_085117.1	13034341	13035197	11	plus	cuticular protein hypothetical 12	CPH12	100379484	protein-coding	NM_001173294.1	NP_001166765.1	237	
NC_085117.1	13039253	13039782	11	plus	cuticular protein hypothetical 11	CPH11	100379485	protein-coding	NM_001173295.1	NP_001166766.1	137	
NC_085117.1	13048627	13049131	11	plus	cuticular protein hypothetical 10	CPH10	100379486	protein-coding	NM_001173296.1	NP_001166767.1	137	
NC_085117.1	13052733	13053311	11	minus	cuticular protein hypothetical 9	CPH9	100379487	protein-coding	NM_001173297.1	NP_001166768.1	161	
NC_085117.1	13071286	13072159	11	plus	cuticular protein hypothetical 8	CPH8	100379488	protein-coding	NM_001173298.1	NP_001166769.1	243	
NC_085117.1	13075981	13077042	11	minus	cuticular protein hypothetical 7	CPH7	100379489	protein-coding	NM_001173299.1	NP_001166770.1	306	
NC_085117.1	13079763	13080365	11	minus	cuticular protein hypothetical 6	CPH6	100379490	protein-coding	NM_001173300.1	NP_001166771.1	170	
NC_085117.1	13094135	13107686	11	plus	uncharacterized LOC119629151	LOC119629151	119629151	protein-coding	XM_038014103.2	XP_037870031.2	815	
NC_085117.1	13107675	13109714	11	minus	uncharacterized LOC101746868	LOC101746868	101746868	protein-coding	NM_001309603.1	NP_001296532.1	195	
NC_085117.1	13113810	13202856	11	minus	3-phosphoinositide-dependent protein kinase 1	LOC101746352	101746352	protein-coding	XM_004931396.4	XP_004931453.1	565	
NC_085117.1	13204139	13211015	11	minus	uncharacterized LOC101746121	LOC101746121	101746121	protein-coding	XM_004931394.5	XP_004931451.1	823	
NC_085117.1	13215471	13232119	11	plus	lysosomal cholesterol signaling protein	LOC101746265	101746265	protein-coding	XM_012695056.4	XP_012550510.1	832	
NC_085117.1	13232787	13234870	11	minus	DNA-directed RNA polymerase III subunit RPC8	LOC101746123	101746123	protein-coding	XM_038014094.2	XP_037870022.1	211	
NC_085117.1	13237549	13245937	11	plus	ecto-NOX disulfide-thiol exchanger 2	LOC101745978	101745978	protein-coding	XM_038013907.2	XP_037869835.1	635	
NC_085117.1	13245931	13255162	11	minus	dynein intermediate chain 3, ciliary	LOC101745977	101745977	protein-coding	XM_062671203.1	XP_062527187.1	573	
NC_085117.1	13255297	13263074	11	minus	meiosis-specific with OB domain-containing protein	LOC101745838	101745838	protein-coding	XM_004931392.4	XP_004931449.2	417	
NC_085117.1	13263442	13266492	11	plus	DNA polymerase delta subunit 2	LOC101745581	101745581	protein-coding	XM_004931390.5	XP_004931447.2	440	
NC_085117.1	13266480	13273442	11	minus	uncharacterized LOC134199621	LOC134199621	134199621	protein-coding	XM_062670870.1	XP_062526854.1	261	
NC_085117.1	13289847	13292329	11	plus	putative nuclease HARBI1	LOC119629101	119629101	protein-coding	XM_038013822.2	XP_037869750.1	379	
NC_085117.1	13292203	13294119	11	minus	uncharacterized LOC119629102	LOC119629102	119629102	protein-coding	XM_038013823.2	XP_037869751.1	258	
NC_085117.1	13296675	13297763	11	plus	activating transcription factor	Atf	692594	protein-coding	NM_001043576.1	NP_001037041.1	236	
NC_085117.1	13321119	13469538	11	plus	regulating synaptic membrane exocytosis protein 2	LOC101745839	101745839	protein-coding	XM_038013759.2	XP_037869687.1	975	
NC_085117.1	13412351	13414354	11	plus	transcription initiation factor IIA subunit 1	LOC101745439	101745439	protein-coding	XM_012695051.4	XP_012550505.1	322	
NC_085117.1	13469658	13507326	11	minus	intraflagellar transport protein 172 homolog	LOC101745689	101745689	protein-coding	XM_038013762.2	XP_037869690.1	1685	
NC_085117.1	13510477	13511319	11	plus	ribosomal protein L14	RpL14	692669	protein-coding	NM_001043694.1	NP_001037159.1	165	
NC_085117.1	13510526	13529359	11	plus	uncharacterized LOC105842656	LOC105842656	105842656	protein-coding	XM_012695087.4	XP_012550541.1	118	
NC_085117.1	13529298	13538561	11	minus	sperm-associated antigen 6	LOC101745300	101745300	protein-coding	XM_004931388.3	XP_004931445.1	533	
NC_085117.1	13530126	13531147	11	plus	DNA-directed RNA polymerase III subunit RPC7-like	LOC101745151	101745151	protein-coding	XM_021351524.3	XP_021207199.1	217	
NC_085117.1	13540379	13543621	11	plus	uncharacterized LOC101745002	LOC101745002	101745002	protein-coding	XM_004931386.5	XP_004931443.1	136	
NC_085117.1	13543608	13553929	11	minus	coiled-coil domain-containing protein 93	LOC101745541	101745541	protein-coding	XM_004931562.5	XP_004931619.3	596	
NC_085117.1	13555902	13563696	11	plus	ubiquinone biosynthesis protein COQ9, mitochondrial	LOC101744765	101744765	protein-coding	XM_004931384.4	XP_004931441.1	278	
NC_085117.1	13563853	13565312	11	minus	suppressor of cytokine signaling 6	SOCS6	100526650	protein-coding	NM_001198723.1	NP_001185652.1	305	
NC_085117.1	13566404	13597277	11	plus	F-actin-uncapping protein LRRC16A	LOC101745400	101745400	protein-coding	XM_038013706.2	XP_037869634.1	1052	
NC_085117.1	13602382	13614093	11	minus	histone deacetylase HDAC1	LOC101744526	101744526	protein-coding	XM_004931383.5	XP_004931440.3	483	
NC_085117.1	13616470	13620416	11	plus	DEAD box polypeptide 5	LOC732932	732932	protein-coding	NM_001044117.3	NP_001037582.1	539	
NC_085117.1	13620710	13625795	11	plus	uncharacterized LOC101736496	LOC101736496	101736496	protein-coding	XM_004932912.5	XP_004932969.2	515	
NC_085117.1	13625880	13630256	11	plus	testis-expressed protein 47	LOC101736378	101736378	protein-coding	XM_004932911.5	XP_004932968.1	300	
NC_085117.1	13630609	13632788	11	plus	cilia- and flagella-associated protein 100-like	LOC134199622	134199622	protein-coding	XM_062670872.1	XP_062526856.1	419	
NC_085117.1	13634188	13636219	11	plus	uncharacterized LOC101735979	LOC101735979	101735979	protein-coding	XM_004932908.2	XP_004932965.1	589	
NC_085117.1	13636273	13638657	11	plus	uncharacterized LOC101736111	LOC101736111	101736111	protein-coding	XM_004932909.4	XP_004932966.2	573	
NC_085117.1	13638031	13718373	11	minus	ADP-ribosylation factor-like protein 4C	LOC101736246	101736246	protein-coding	XM_038014042.2	XP_037869970.1	209	
NC_085117.1	13848240	13850857	11	minus	uncharacterized LOC119629142	LOC119629142	119629142	protein-coding	XM_038014060.2	XP_037869988.1	302	
NC_085117.1	13896612	13909318	11	minus	zinc finger TRAF-type-containing protein 1	LOC101735671	101735671	protein-coding	XM_004932906.5	XP_004932963.1	303	
NC_085117.1	13914004	13914906	11	plus	craniofacial development protein 2-like	LOC119629071	119629071	protein-coding	XM_038013659.1	XP_037869587.1	300	
NC_085117.1	13959858	13983635	11	plus	methanethiol oxidase	LOC101735354	101735354	protein-coding	XM_004932903.5	XP_004932960.1	478	
NC_085117.1	14018803	14023353	11	minus	uncharacterized LOC101741741	LOC101741741	101741741	protein-coding	XM_012696158.4	XP_012551612.2	254	
NC_085117.1	14039443	14053010	11	minus	sodium-coupled monocarboxylate transporter 2	LOC101747147	101747147	protein-coding	XM_004932902.5	XP_004932959.1	603	
NC_085117.1	14403135	14547222	11	plus	zinc finger homeobox protein 3	LOC101747010	101747010	protein-coding	XM_004932901.4	XP_004932958.2	2956	
NC_085117.1	14575151	14576650	11	plus	uncharacterized LOC105842522	LOC105842522	105842522	protein-coding	XM_038013666.1	XP_037869594.1	140	
NC_085117.1	14583920	14647013	11	plus	protein-L-histidine N-pros-methyltransferase	LOC101741599	101741599	protein-coding	XM_012696157.4	XP_012551611.1	366	
NC_085117.1	14649199	14659538	11	minus	uncharacterized LOC110386381	LOC110386381	110386381	protein-coding	XM_021352401.3	XP_021208076.1	428	
NC_085117.1	14660504	14662255	11	plus	p21-activated protein kinase-interacting protein 1-like	LOC101746497	101746497	protein-coding	XM_004932897.4	XP_004932954.2	383	
NC_085117.1	14665997	14726131	11	minus	neurabin-1	LOC101746875	101746875	protein-coding	XM_021352398.3	XP_021208073.1	1550	
NC_085117.1	14694863	14701578	11	plus	thyroglobulin-like	LOC134199723	134199723	protein-coding	XM_062671236.1	XP_062527220.1	351	
