Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087101.1	725131	743177	14	plus	ninjurin-A-like	LOC135078284	135078284	protein-coding	XM_063972882.1	XP_063828952.1	308	
NC_087101.1	744149	791715	14	minus	eukaryotic translation initiation factor 5	LOC135077957	135077957	protein-coding	XM_063972497.1	XP_063828567.1	453	
NC_087101.1	792397	798692	14	plus	mitochondrial import inner membrane translocase subunit TIM44	LOC135077958	135077958	protein-coding	XM_063972498.1	XP_063828568.1	436	
NC_087101.1	799198	829844	14	minus	echinoderm microtubule-associated protein-like 2	LOC135077971	135077971	protein-coding	XM_063972510.1	XP_063828580.1	649	
NC_087101.1	910495	912618	14	minus	MD-2-related lipid-recognition protein-like	LOC135077795	135077795	protein-coding	XM_063972342.1	XP_063828412.1	152	
NC_087101.1	913812	917599	14	minus	MD-2-related lipid-recognition protein-like	LOC135077968	135077968	protein-coding	XM_063972508.1	XP_063828578.1	151	
NC_087101.1	919329	922767	14	minus	uncharacterized LOC135077797	LOC135077797	135077797	protein-coding	XM_063972343.1	XP_063828413.1	139	
NC_087101.1	923300	933351	14	minus	uncharacterized LOC135078261	LOC135078261	135078261	protein-coding	XM_063972860.1	XP_063828930.1	825	
NC_087101.1	938298	999386	14	minus	uncharacterized LOC135078263	LOC135078263	135078263	protein-coding	XM_063972861.1	XP_063828931.1	146	
NC_087101.1	955835	962267	14	minus	uncharacterized LOC135078264	LOC135078264	135078264	protein-coding	XM_063972862.1	XP_063828932.1	285	
NC_087101.1	1091231	1218086	14	plus	neuroglobin-like	LOC135077966	135077966	protein-coding	XM_063972506.1	XP_063828576.1	193	
NC_087101.1	1220148	1271630	14	plus	neuroglobin-like	LOC135077967	135077967	protein-coding	XM_063972507.1	XP_063828577.1	193	
NC_087101.1	1302304	1304495	14	plus	RUN domain-containing protein 1	LOC135077798	135077798	protein-coding	XM_063972344.1	XP_063828414.1	543	
NC_087101.1	1304936	1325115	14	minus	fumarate hydratase, mitochondrial-like	LOC135077972	135077972	protein-coding	XM_063972511.1	XP_063828581.1	500	
NC_087101.1	1328475	1338374	14	plus	plexin A3	LOC135077962	135077962	protein-coding	XM_063972502.1	XP_063828572.1	1898	
NC_087101.1	1409022	1409705	14	minus	uncharacterized LOC135078285	LOC135078285	135078285	protein-coding	XM_063972883.1	XP_063828953.1	227	
NC_087101.1	1509716	2052066	14	plus	acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like	LOC135077965	135077965	protein-coding	XM_063972505.1	XP_063828575.1	272	
NC_087101.1	1781693	1783482	14	plus	uncharacterized LOC135078286	LOC135078286	135078286	protein-coding	XM_063972884.1	XP_063828954.1	533	
NC_087101.1	1797977	1798873	14	minus	uncharacterized LOC135078288	LOC135078288	135078288	protein-coding	XM_063972885.1	XP_063828955.1	298	
NC_087101.1	1806370	1812601	14	plus	uncharacterized LOC135078289	LOC135078289	135078289	protein-coding	XM_063972887.1	XP_063828957.1	1348	
NC_087101.1	1900341	2260586	14	plus	connectin-like	LOC135077963	135077963	protein-coding	XM_063972503.1	XP_063828573.1	521	
NC_087101.1	1982356	1985133	14	minus	uncharacterized LOC135077801	LOC135077801	135077801	protein-coding	XM_063972346.1	XP_063828416.1	180	
NC_087101.1	1993529	1997928	14	minus	serine/arginine repetitive matrix protein 2-like	LOC135078290	135078290	protein-coding	XM_063972888.1	XP_063828958.1	422	
NC_087101.1	2052801	2055729	14	plus	uncharacterized LOC135078291	LOC135078291	135078291	protein-coding	XM_063972889.1	XP_063828959.1	896	
NC_087101.1	2082391	2084945	14	plus	uncharacterized LOC135077960	LOC135077960	135077960	protein-coding	XM_063972499.1	XP_063828569.1	197	
NC_087101.1	2358420	2405259	14	plus	fatty acid synthase-like	LOC135077970	135077970	protein-coding	XM_063972509.1	XP_063828579.1	2349	
NC_087101.1	2472350	2647199	14	plus	connectin-like	LOC135077964	135077964	protein-coding	XM_063972504.1	XP_063828574.1	507	
NC_087101.1	2744994	2772507	14	plus	uncharacterized LOC135078292	LOC135078292	135078292	protein-coding	XM_063972890.1	XP_063828960.1	454	
NC_087101.1	2799362	2834256	14	plus	uncharacterized LOC135077803	LOC135077803	135077803	protein-coding	XM_063972347.1	XP_063828417.1	176	
NC_087101.1	2921577	2978526	14	minus	ammonium transporter Rh type B-B	LOC135077981	135077981	protein-coding	XM_063972519.1	XP_063828589.1	425	
NC_087101.1	3038167	3052096	14	minus	insulin receptor	LOC135078293	135078293	protein-coding	XM_063972891.1	XP_063828961.1	920	
NC_087101.1	3054407	3076409	14	plus	uncharacterized LOC135077975	LOC135077975	135077975	protein-coding	XM_063972513.1	XP_063828583.1	1193	
NC_087101.1	3072564	3075654	14	minus	nuclear valosin-containing protein-like	LOC135077976	135077976	protein-coding	XM_063972515.1	XP_063828585.1	867	
NC_087101.1	3076508	3078281	14	minus	26S proteasome non-ATPase regulatory subunit 8	LOC135077977	135077977	protein-coding	XM_063972516.1	XP_063828586.1	268	
NC_087101.1	3081939	3109399	14	plus	uncharacterized LOC135078294	LOC135078294	135078294	protein-coding	XM_063972892.1	XP_063828962.1	1771	
NC_087101.1	3123608	3140672	14	minus	uncharacterized LOC135077978	LOC135077978	135077978	protein-coding	XM_063972517.1	XP_063828587.1	263	
NC_087101.1	3253742	3324880	14	plus	connectin-like	LOC135077979	135077979	protein-coding	XM_063972518.1	XP_063828588.1	502	
NC_087101.1	3347822	3349710	14	minus	BTB/POZ domain-containing protein 2-like	LOC135077806	135077806	protein-coding	XM_063972348.1	XP_063828418.1	410	
NC_087101.1	3493951	3513350	14	plus	connectin-like	LOC135077807	135077807	protein-coding	XM_063972349.1	XP_063828419.1	502	
NC_087101.1	3556994	3567773	14	plus	uncharacterized LOC135077808	LOC135077808	135077808	protein-coding	XM_063972350.1	XP_063828420.1	568	
NC_087101.1	3642916	3644559	14	plus	U-scoloptoxin(16)-Ssd1a-like	LOC135077811	135077811	protein-coding	XM_063972354.1	XP_063828424.1	107	
NC_087101.1	3651302	3652498	14	plus	uncharacterized LOC135077813	LOC135077813	135077813	protein-coding	XM_063972357.1	XP_063828427.1	119	
NC_087101.1	3655091	3657626	14	plus	uncharacterized LOC135077812	LOC135077812	135077812	protein-coding	XM_063972356.1	XP_063828426.1	120	
NC_087101.1	3659529	3665254	14	minus	uncharacterized LOC135077983	LOC135077983	135077983	protein-coding	XM_063972522.1	XP_063828592.1	112	
NC_087101.1	3675572	3701363	14	minus	uncharacterized LOC135078296	LOC135078296	135078296	protein-coding	XM_063972893.1	XP_063828963.1	1153	
NC_087101.1	3704693	3723308	14	minus	uncharacterized LOC135078004	LOC135078004	135078004	protein-coding	XM_063972549.1	XP_063828619.1	567	
NC_087101.1	3726622	3745192	14	minus	uncharacterized LOC135078002	LOC135078002	135078002	protein-coding	XM_063972546.1	XP_063828616.1	568	
NC_087101.1	3747844	3765664	14	minus	uncharacterized LOC135078297	LOC135078297	135078297	protein-coding	XM_063972895.1	XP_063828965.1	570	
NC_087101.1	3768203	3778535	14	minus	mitochondrial genome maintenance exonuclease 1-like	LOC135078010	135078010	protein-coding	XM_063972556.1	XP_063828626.1	396	
NC_087101.1	3867251	3889763	14	plus	connectin-like	LOC135078001	135078001	protein-coding	XM_063972545.1	XP_063828615.1	615	
NC_087101.1	3895637	3905902	14	minus	secretory phospholipase A2 receptor-like	LOC135078014	135078014	protein-coding	XM_063972560.1	XP_063828630.1	295	
NC_087101.1	3988613	4115230	14	plus	connectin-like	LOC135078007	135078007	protein-coding	XM_063972551.1	XP_063828621.1	486	
NC_087101.1	4324478	4366012	14	minus	interference hedgehog-like	LOC135077985	135077985	protein-coding	XM_063972523.1	XP_063828593.1	761	
NC_087101.1	4373919	4398295	14	minus	hypoxia up-regulated protein 1	LOC135077986	135077986	protein-coding	XM_063972524.1	XP_063828594.1	918	
NC_087101.1	4400465	4420956	14	plus	proteoglycan 4-like	LOC135078298	135078298	protein-coding	XM_063972896.1	XP_063828966.1	945	
NC_087101.1	4425621	4436846	14	minus	E3 ubiquitin-protein transferase RMND5B	LOC135077987	135077987	protein-coding	XM_063972525.1	XP_063828595.1	392	
NC_087101.1	4443505	4444784	14	plus	prohibitin-2	LOC135077988	135077988	protein-coding	XM_063972526.1	XP_063828596.1	299	
NC_087101.1	4446602	4479655	14	plus	transcriptional regulator ATRX homolog	LOC135078299	135078299	protein-coding	XM_063972897.1	XP_063828967.1	2179	
NC_087101.1	4487458	4490740	14	plus	DNA repair protein Rev1	LOC135078000	135078000	protein-coding	XM_063972543.1	XP_063828613.1	951	
NC_087101.1	4495877	4530820	14	minus	tubulin-specific chaperone cofactor E-like protein	LOC135078009	135078009	protein-coding	XM_063972554.1	XP_063828624.1	464	
NC_087101.1	4531660	4546475	14	plus	persulfide dioxygenase ETHE1, mitochondrial	LOC135077990	135077990	protein-coding	XM_063972527.1	XP_063828597.1	270	
NC_087101.1	4566166	4732509	14	plus	amyloid-beta-like protein	LOC135078020	135078020	protein-coding	XM_063972567.1	XP_063828637.1	811	
NC_087101.1	4777285	4864132	14	minus	uncharacterized LOC135077991	LOC135077991	135077991	protein-coding	XM_063972528.1	XP_063828598.1	178	
NC_087101.1	4979164	4985582	14	minus	V-type proton ATPase subunit D	LOC135077995	135077995	protein-coding	XM_063972536.1	XP_063828606.1	246	
NC_087101.1	4985675	4988783	14	plus	zinc finger protein 33B-like	LOC135077993	135077993	protein-coding	XM_063972532.1	XP_063828602.1	421	
NC_087101.1	4988765	4990568	14	minus	uncharacterized LOC135077994	LOC135077994	135077994	protein-coding	XM_063972534.1	XP_063828604.1	288	
NC_087101.1	4990910	4994780	14	plus	heme transporter hrg1-B-like	LOC135077996	135077996	protein-coding	XM_063972538.1	XP_063828608.1	151	
NC_087101.1	5050511	5055731	14	plus	uncharacterized LOC135078300	LOC135078300	135078300	protein-coding	XM_063972898.1	XP_063828968.1	548	
NC_087101.1	5057645	5140933	14	plus	spectrin beta chain	LOC135078019	135078019	protein-coding	XM_063972565.1	XP_063828635.1	2377	
NC_087101.1	5124072	5125114	14	plus	uncharacterized LOC135078265	LOC135078265	135078265	protein-coding	XM_063972864.1	XP_063828934.1	287	
NC_087101.1	5141124	5144398	14	minus	brachyurin-like	LOC135078015	135078015	protein-coding	XM_063972561.1	XP_063828631.1	277	
NC_087101.1	5145206	5147730	14	minus	brachyurin-like	LOC135078012	135078012	protein-coding	XM_063972558.1	XP_063828628.1	298	
NC_087101.1	5150871	5152970	14	minus	collagenase-like	LOC135078021	135078021	protein-coding	XM_063972568.1	XP_063828638.1	298	
NC_087101.1	5153199	5157069	14	minus	brachyurin-like	LOC135078013	135078013	protein-coding	XM_063972559.1	XP_063828629.1	296	
NC_087101.1	5157634	5169123	14	minus	brachyurin-like	LOC135078022	135078022	protein-coding	XM_063972569.1	XP_063828639.1	296	
NC_087101.1	5169679	5217886	14	minus	fasciculation and elongation protein zeta-2	LOC135078011	135078011	protein-coding	XM_063972557.1	XP_063828627.1	395	
NC_087101.1	5218720	5235414	14	plus	dnaJ-like protein 60	LOC135077998	135077998	protein-coding	XM_063972539.1	XP_063828609.1	276	
NC_087101.1	5236420	5250886	14	minus	uncharacterized LOC135078018	LOC135078018	135078018	protein-coding	XM_063972563.1	XP_063828633.1	226	
NC_087101.1	5253308	5288461	14	minus	arylalkylamine N-acetyltransferase 1-like	LOC135078016	135078016	protein-coding	XM_063972562.1	XP_063828632.1	260	
NC_087101.1	5341147	5342066	14	minus	uncharacterized LOC135077936	LOC135077936	135077936	protein-coding	XM_063972465.1	XP_063828535.1	165	
NC_087101.1	5348773	5350536	14	minus	zinc finger CCCH domain-containing protein 14-like	LOC135077819	135077819	protein-coding	XM_063972358.1	XP_063828428.1	178	
NC_087101.1	5351065	5380025	14	minus	zinc finger CCCH domain-containing protein 14	LOC135077999	135077999	protein-coding	XM_063972541.1	XP_063828611.1	919	
NC_087101.1	5386339	5393761	14	minus	uncharacterized LOC135078005	LOC135078005	135078005	protein-coding	XM_063972550.1	XP_063828620.1	565	
NC_087101.1	5395052	5456296	14	minus	G-protein coupled receptor moody-like	LOC135078008	135078008	protein-coding	XM_063972552.1	XP_063828622.1	482	
NC_087101.1	5474658	5476335	14	minus	uncharacterized LOC135077820	LOC135077820	135077820	protein-coding	XM_063972359.1	XP_063828429.1	105	
NC_087101.1	5513212	5513830	14	minus	uncharacterized LOC135077821	LOC135077821	135077821	protein-coding	XM_063972360.1	XP_063828430.1	136	
NC_087101.1	5525992	5527186	14	minus	uncharacterized LOC135078302	LOC135078302	135078302	protein-coding	XM_063972900.1	XP_063828970.1	342	
NC_087101.1	5660190	5664639	14	plus	G-protein coupled receptor moody-like	LOC135077823	135077823	protein-coding	XM_063972362.1	XP_063828432.1	438	
NC_087101.1	5664781	5669675	14	plus	G-protein coupled receptor moody-like	LOC135078025	135078025	protein-coding	XM_063972570.1	XP_063828640.1	459	
NC_087101.1	5714224	5717140	14	plus	uncharacterized LOC135078303	LOC135078303	135078303	protein-coding	XM_063972901.1	XP_063828971.1	566	
NC_087101.1	5729915	5735025	14	plus	very long chain fatty acid elongase 4-like	LOC135077825	135077825	protein-coding	XM_063972363.1	XP_063828433.1	268	
NC_087101.1	5748489	5751137	14	minus	telomerase Cajal body protein 1 homolog	LOC135077826	135077826	protein-coding	XM_063972364.1	XP_063828434.1	457	
NC_087101.1	5751421	5774424	14	plus	hormone-sensitive lipase	LOC135078029	135078029	protein-coding	XM_063972573.1	XP_063828643.1	832	
NC_087101.1	5774521	5828757	14	plus	sortilin-related receptor-like	LOC135078304	135078304	protein-coding	XM_063972903.1	XP_063828973.1	2252	
NC_087101.1	5777846	5780286	14	minus	probable N-acetyltransferase san	LOC135078031	135078031	protein-coding	XM_063972578.1	XP_063828648.1	177	
NC_087101.1	5780772	5785346	14	plus	probable cytochrome P450 301a1, mitochondrial	LOC135078026	135078026	protein-coding	XM_063972571.1	XP_063828641.1	579	
NC_087101.1	5785295	5786800	14	minus	protein lin-52 homolog	LOC135078027	135078027	protein-coding	XM_063972572.1	XP_063828642.1	125	
NC_087101.1	5791589	5796348	14	minus	THAP domain-containing protein 5-like	LOC135077827	135077827	protein-coding	XM_063972365.1	XP_063828435.1	266	
NC_087101.1	5828855	5833200	14	plus	sortilin-related receptor-like	LOC135078032	135078032	protein-coding	XM_063972579.1	XP_063828649.1	90	
NC_087101.1	5833311	5845350	14	minus	uncharacterized LOC135078030	LOC135078030	135078030	protein-coding	XM_063972577.1	XP_063828647.1	797	
NC_087101.1	5878901	5881682	14	minus	uncharacterized LOC135078033	LOC135078033	135078033	protein-coding	XM_063972581.1	XP_063828651.1	148	
NC_087101.1	5882223	5888734	14	minus	fasciclin-2-like	LOC135078305	135078305	protein-coding	XM_063972904.1	XP_063828974.1	365	
NC_087101.1	5888759	5910411	14	minus	immunoglobulin superfamily member 10-like	LOC135078306	135078306	protein-coding	XM_063972905.1	XP_063828975.1	389	
NC_087101.1	6004081	6168785	14	minus	fasciclin-2	LOC135078035	135078035	protein-coding	XM_063972583.1	XP_063828653.1	870	
NC_087101.1	6232869	6236659	14	minus	uncharacterized LOC135077828	LOC135077828	135077828	protein-coding	XM_063972366.1	XP_063828436.1	122	
NC_087101.1	6242435	6254861	14	minus	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I-like	LOC135078034	135078034	protein-coding	XM_063972582.1	XP_063828652.1	286	
NC_087101.1	6459802	6578222	14	plus	uncharacterized LOC135078307	LOC135078307	135078307	protein-coding	XM_063972906.1	XP_063828976.1	1540	
NC_087101.1	6583270	6615935	14	plus	alpha-actinin, sarcomeric	LOC135078037	135078037	protein-coding	XM_063972587.1	XP_063828657.1	899	
NC_087101.1	6615922	6617361	14	minus	uncharacterized monothiol glutaredoxin ycf64-like	LOC135078038	135078038	protein-coding	XM_063972591.1	XP_063828661.1	146	
NC_087101.1	6617560	6619588	14	plus	serine/threonine-protein phosphatase 4 regulatory subunit 2	LOC135078040	135078040	protein-coding	XM_063972597.1	XP_063828667.1	535	
NC_087101.1	6619858	6642084	14	minus	probable 4-coumarate--CoA ligase 1	LOC135078039	135078039	protein-coding	XM_063972592.1	XP_063828662.1	583	
NC_087101.1	6643287	6657470	14	minus	ATP-binding cassette sub-family B member 10, mitochondrial	LOC135078041	135078041	protein-coding	XM_063972598.1	XP_063828668.1	704	
NC_087101.1	6670042	6688933	14	minus	Golgi resident protein GCP60	LOC135078044	135078044	protein-coding	XM_063972599.1	XP_063828669.1	482	
NC_087101.1	6689183	6695390	14	plus	GATOR complex protein NPRL3	LOC135078045	135078045	protein-coding	XM_063972603.1	XP_063828673.1	796	
NC_087101.1	6701724	6704899	14	plus	motile sperm domain-containing protein 1-like	LOC135078048	135078048	protein-coding	XM_063972607.1	XP_063828677.1	213	
NC_087101.1	6704898	6708862	14	minus	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like	LOC135078047	135078047	protein-coding	XM_063972606.1	XP_063828676.1	317	
NC_087101.1	6709014	6720600	14	plus	shootin-1-like	LOC135078046	135078046	protein-coding	XM_063972604.1	XP_063828674.1	524	
NC_087101.1	6725150	6727877	14	plus	ankyrin-3-like	LOC135078049	135078049	protein-coding	XM_063972608.1	XP_063828678.1	533	
NC_087101.1	6727620	6738087	14	minus	xaa-Pro dipeptidase	LOC135078050	135078050	protein-coding	XM_063972609.1	XP_063828679.1	549	
NC_087101.1	6744431	6763255	14	plus	organic solute transporter alpha-like protein	LOC135078052	135078052	protein-coding	XM_063972611.1	XP_063828681.1	375	
NC_087101.1	6763002	6768115	14	minus	uncharacterized LOC135078051	LOC135078051	135078051	protein-coding	XM_063972610.1	XP_063828680.1	1073	
NC_087101.1	6770687	6777899	14	plus	bromodomain-containing protein DDB_G0270170	LOC135078053	135078053	protein-coding	XM_063972612.1	XP_063828682.1	928	
NC_087101.1	6782378	6795681	14	plus	uncharacterized LOC135077833	LOC135077833	135077833	protein-coding	XM_063972368.1	XP_063828438.1	210	
NC_087101.1	6796450	6829064	14	plus	uncharacterized LOC135078308	LOC135078308	135078308	protein-coding	XM_063972907.1	XP_063828977.1	519	
NC_087101.1	6829231	6873135	14	minus	actin-histidine N-methyltransferase	LOC135078055	135078055	protein-coding	XM_063972614.1	XP_063828684.1	494	
NC_087101.1	6856704	6871577	14	plus	uncharacterized LOC135078054	LOC135078054	135078054	protein-coding	XM_063972613.1	XP_063828683.1	1111	
NC_087101.1	6897451	6953321	14	plus	transcription factor kayak	LOC135078057	135078057	protein-coding	XM_063972620.1	XP_063828690.1	405	
